id,name,match_key,other_printed_names,printed_name_variants,roles,documents,first_document,first_page,name_read_from_interleaved_layout,contracts_won,total_contract_value_taka,contracts_with_no_value_printed,first_award_date,last_award_date,tender_ids,procuring_entities,procuring_entity_count,agencies,districts,addresses_printed,tenderer_ids_printed,beneficial_owners_declared
co0161,MAHABUB BROTHERS(PVT)LIMITED,MAHABUB BROTHERS PVT LIMITED,,1,contract awarded,3,Contract_Awards_PDFs/Tender_311188.pdf,1,,3,1197240788.984,0,2019-08-05,2023-06-15,311188;312479;783087,Office of the Chief Engineer (Implementation) | Office of the Project Director (KDA Bipone Bitan),2,Rajdhani Unnayan Kartripakkha (RAJUK) | Khulna Development Authority (KDA),Dhaka;Khulna,"Akankha Tower 454, Upper Jashore Road, Daulatpur, Khulna-9000",,0
co0162,"MRC-Techbay-JV ( JVCA Partners [Business Share]: M/s. M.R. Construction [49.000%] , Techbay International [51.000%] )",MRC TECHBAY JV JVCA PARTNERS BUSINESS SHARE M S M R CONSTRUCTION 49 000 TECHBAY INTERNATIONAL 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_312476.pdf,1,,1,71327762.334,0,2019-08-05,2019-08-05,312476,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"147,Sultan Building(2nd floor),Motijheel,Dhaka",,0
co0163,Shell Corporation,SHELL CORPORATION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_317182.pdf,1,,1,12900000.001,0,2019-06-11,2019-06-11,317182,Office of Planning Officer,1,Khulna Development Authority (KDA),Khulna,"147, Motijheel C/A, Dhaka-1000",,0
co0164,ADVANCE TECHNOLOGY CONSORTIUM LIMITED,ADVANCE TECHNOLOGY CONSORTIUM LIMITED,,1,contract awarded,2,Contract_Awards_PDFs/Tender_322093.pdf,1,,2,5715000.02,0,2019-06-24,2023-06-07,322093;835443,Office of the Chairman | CoxDA Master Plan,2,Rajshahi Development Authority | Cox's Bazar Development Authority,Rajshahi;Cox's Bazar,"14/A and 31/A, 12-A (12th Floor), Center Point, Concord Tower Tejkunipara, Farmgate",,0
co0165,UCCL The United Construction Company Limited,UCCL THE UNITED CONSTRUCTION COMPANY LIMITED,,1,contract awarded,2,Contract_Awards_PDFs/Tender_322658.pdf,1,,2,225282479.868,0,2019-10-02,2021-06-16,322658;535710,Office of the Chief Engineer (Implementation) | Purbachal New Town Project,2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House # 116(10th floor), Road # 11, Block - E, Bir Uttam Khademul Basher Sarak, Banani C/A, Dhaka - 1213.",,0
co0166,"S. Ananta - Abdus Salam (JV) ( JVCA Partners [Business Share]: M/S. Abdus Salam [49.000%] , S. Ananta Bikash Tripura [51.000%] )",S ANANTA ABDUS SALAM JV JVCA PARTNERS BUSINESS SHARE M S ABDUS SALAM 49 000 S ANANTA BIKASH TRIPURA 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_342502.pdf,1,,1,70658480.502,0,2019-12-05,2019-12-05,342502,Project Director(Rajib Das),1,Chittagong Development Authority,Chattogram,"Milonpur, Khagrachari Sadar, Khagrachari.",,0
co0167,M. M. Builders & Engineers Ltd.,M M BUILDERS ENGINEERS LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_366087.pdf,1,,1,125264837.7,0,2020-01-27,2020-01-27,366087,Office of Chief Engineer,1,Khulna Development Authority (KDA),Khulna,"House No. - 127(6th Floor), Road - 10, Block - C, Niketon, Gulshan - 1, Dhaka - 1212",,0
co0168,M/S. Nice Enterprise,NICE ENTERPRISE,,1,contract awarded,5,Contract_Awards_PDFs/Tender_387658.pdf,1,,5,20271592.255,0,2020-01-21,2023-10-04,387658;631780;670154;773275;851864,"Project Director(M.Uddin) | Project Director(M.Uddin), Chittagong Development Authority | Construction Division-1, Chattogram Development Authority",3,Chittagong Development Authority,Chattogram,"758/C, Moidermill School Road, South Bakalia, Chittagong.",,0
co0169,M/s Anas Trading International,ANAS TRADING INTERNATIONAL,,1,contract awarded,5,Contract_Awards_PDFs/Tender_398199.pdf,1,,5,7245397.256,0,2020-10-18,2021-12-19,398199;590111;608964;609656;615021,"Electrical & Mechanical Engineering (EME) | Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",2,Chittagong Development Authority | Rajdhani Unnayan Kartripakkha (RAJUK),Chattogram;Dhaka,"37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.",,0
co0170,M/S. Khaja G.N Enterpriser,KHAJA G N ENTERPRISER,,1,contract awarded,1,Contract_Awards_PDFs/Tender_410561.pdf,1,,1,1876490.289,0,2020-03-23,2020-03-23,410561,Project Director(M.Uddin),1,Chittagong Development Authority,Chattogram,"Acharja Para, P.O: Alamin Baria, Chandgaon, Chittagong",,0
co0171,Ecom Trade International,ECOM TRADE INTERNATIONAL,,1,contract awarded,1,Contract_Awards_PDFs/Tender_417304.pdf,1,,1,9280000.001,0,2020-02-23,2020-02-23,417304,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Erectors House, 18, Kamal Ataturk Avenue, Banani, Dhaka-1213",,0
co0172,Innovative Online Ltd.,INNOVATIVE ONLINE LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_423315.pdf,1,,1,3910680.006,0,2020-07-08,2020-07-08,423315,Management Information System (MIS),1,Chittagong Development Authority,Chattogram,"Minar Bhaban (2nd Floor), 15, O R Nizam Road,; Panchlaish PS; Chittagong-4203; Bangladesh",,0
co0173,Frontline Communications Ltd,FRONTLINE COMMUNICATIONS LTD,,1,contract awarded,2,Contract_Awards_PDFs/Tender_424168.pdf,1,,2,2630208.1,0,2020-03-01,2021-01-19,424168;528460,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"City Center (Level-11), Unit ID: 10th C-1, 90/1 Motijheel C/A, Dhaka-1000,Bangladesh",,0
co0174,"MOZAHAR ENTERPRISE (PVT.) LTD. & M/S REZA ENTERPRISE-JV ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",MOZAHAR ENTERPRISE PVT LTD M S REZA ENTERPRISE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_427863.pdf,1,,1,38993439.006,0,2020-07-21,2020-07-21,427863,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"27 Central Bashaboo,Dhaka",,0
co0175,M/S. Al-Arif Enterprise,AL ARIF ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_42800.pdf,1,,1,3923174.101,0,2016-03-21,2016-03-21,42800,"Office of the Executive Engineer, LGED, Chittagong",1,Local Government Engineering Department (LGED),Chittagong,"Dakkin Joldi, Word No. Banshkhali Pourashava, Banshkhali, Chittagong",,0
co0176,M/S. Sapna Construction,SAPNA CONSTRUCTION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_431690.pdf,1,,1,23185264.032,0,2020-10-21,2020-10-21,431690,Uttara 3rd Phase Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"230/1-A, Road No. 06, Tilpapara, Khilgaon, Dhaka-1219",,0
co0177,M/S REZA ENTERPRISE,REZA ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_431702.pdf,1,,1,23615131.509,0,2020-10-21,2020-10-21,431702,Uttara 3rd Phase Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"27 Central Bashaboo,Dhaka",,0
co0178,ELECTROMECH AUTOMATION SERVICES LTD,ELECTROMECH AUTOMATION SERVICES LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_436738.pdf,1,,1,2656104.938,0,2020-03-23,2020-03-23,436738,Project Director (Saltgola),1,Chittagong Development Authority,Chattogram,"14, PURANA PALTAN, DARUS-SALMAN ARCADE BHABAN (6TH FLOOR); Palton PS: Dhaka-1000; Bangladesh",,0
co0179,M/S. Shishir Construction,SHISHIR CONSTRUCTION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_446283.pdf,1,,1,5407490.335,0,2020-04-07,2020-04-07,446283,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"110, Green Road. Firmgate Dhaka-1215",,0
co0180,"HSL-RE JV. ( JVCA Partners [Business Share]: Hasan & Sons Ltd. [10.000%] , M/S REZA ENTERPRISE [90.000%] )",HSL RE JV JVCA PARTNERS BUSINESS SHARE HASAN SONS LTD 10 000 M S REZA ENTERPRISE 90 000,,1,contract awarded,2,Contract_Awards_PDFs/Tender_446869.pdf,1,,2,422255606.931,0,2020-07-02,2020-09-06,446869;447380,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"27, Central Bassabo, Dhaka-1000.",,0
co0181,MHR ENGINEERING,MHR ENGINEERING,,1,contract awarded,1,Contract_Awards_PDFs/Tender_448675.pdf,1,,1,1355352.031,0,2020-06-15,2020-06-15,448675,Office of the Assistant Programmer,1,Khulna Development Authority (KDA),Khulna,"E-3 (KA), JALIL SHARANI, IN FRONT OF PMG OFFICE, BOYRA, KHULNA",,0
co0182,M/S. T.J Construction,T J CONSTRUCTION,,1,contract awarded,4,Contract_Awards_PDFs/Tender_471795.pdf,1,,4,16740777.014,0,2020-07-06,2022-04-11,471795;550266;550267;669151,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Holding No.02, Firingi Bazar, Kotwali, Chittagong",,0
co0183,RANCON MOTOR BIKES LIMITED,RANCON MOTOR BIKES LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_475789.pdf,1,,1,2400000.03,0,2020-07-31,2020-07-31,475789,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"387,Tejgaon I/A , Tejgaon , Dhaka , PO : 1208",,0
co0184,"Rafiq Construction Co. (Pvt.) Ltd. - Haider & Co-Momotaj Engineers Ltd (JV) ( JVCA Partners [Business Share]: HAIDER & CO. [25.000%] , Momotaj Engineers Ltd. [25.000%] , Rafiq Construction Co. (Pvt.) Ltd. [50.000%] )",RAFIQ CONSTRUCTION CO PVT LTD HAIDER CO MOMOTAJ ENGINEERS LTD JV JVCA PARTNERS BUSINESS SHARE HAIDER CO 25 000 MOMOTAJ ENGINEERS LTD 25 000 RAFIQ CONSTRUCTION CO PVT LTD 50 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_476403.pdf,1,,1,64618703.1,0,2020-12-23,2020-12-23,476403,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,18/1 Naya Paltan Dhaka-100,,0
co0185,"M/s. Udyan Builders-Starlite Services Ltd-Convoy Service JV ( JVCA Partners [Business Share]: M/S Udayan Builders [40.000%] , CONVOY SERVICE [25.000%] , Starlite Services Limited [35.000%] )",UDYAN BUILDERS STARLITE SERVICES LTD CONVOY SERVICE JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 40 000 CONVOY SERVICE 25 000 STARLITE SERVICES LIMITED 35 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_476405.pdf,1,,1,113395366.62,0,2020-12-23,2020-12-23,476405,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Dhaka Trade Center (15th floor), Block # H, 99 Kawran Bazar, C/A, Dhaka-1215",,0
co0186,"MEPL-RE JV. ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )",MEPL RE JV JVCA PARTNERS BUSINESS SHARE M S REZA ENTERPRISE 90 000 MOZAHAR ENTERPRISE PVT LTD 10 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_476406.pdf,1,,1,80227876.122,0,2020-12-23,2020-12-23,476406,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"27 Central Bashaboo,Dhaka",,0
co0187,"SA-TANNI-DAWN-JV ( JVCA Partners [Business Share]: M/S. Dawn Corporation [42.000%] , M/S. S. A. Enterprise [32.000%] , M/S. TANNI ENTERPRISE [26.000%] )",SA TANNI DAWN JV JVCA PARTNERS BUSINESS SHARE M S DAWN CORPORATION 42 000 M S S A ENTERPRISE 32 000 M S TANNI ENTERPRISE 26 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_476407.pdf,1,,1,42435114.903,0,2020-12-23,2020-12-23,476407,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,Road 07 House 27 Sector 11 Uttara Dhaka1230,,0
co0188,"Udayan-Starlite-Convoy JV ( JVCA Partners [Business Share]: M/S Udayan Builders [35.000%] , CONVOY SERVICE [25.000%] , Starlite Services Limited [40.000%] )",UDAYAN STARLITE CONVOY JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 35 000 CONVOY SERVICE 25 000 STARLITE SERVICES LIMITED 40 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_479604.pdf,1,,1,122709753.774,0,2020-11-30,2020-11-30,479604,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Dhaka Trade Center (15th floor), Block # H, 99 Kawran Bazar, C/A, Dhaka-1215",,0
co0189,M/S. FORMILA AKTER,FORMILA AKTER,,1,contract awarded,1,Contract_Awards_PDFs/Tender_494177.pdf,1,,1,7412897.946,0,2020-10-22,2020-10-22,494177,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,1216 east monipur mirpur,,0
co0190,M/s. Faisal Enterprise,FAISAL ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_501956.pdf,1,,1,14550362.496,0,2020-12-14,2020-12-14,501956,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Rupayan Taj (Office Suite-E1 & F1) Plot # 1,1/1 Naya Paltan, (Box Culvert Road) Dhaka-1000 Bangladesh",,0
co0191,Md M G Azgar Hossain,MD M G AZGAR HOSSAIN,,1,contract awarded,1,Contract_Awards_PDFs/Tender_504349.pdf,1,,1,2253274.281,0,2020-12-03,2020-12-03,504349,Construction Division-3,1,Chittagong Development Authority,Chattogram,563/3 Shahid Lain Pahartoli Chittagong,,0
co0192,M/S KOBITA CONSTRUCTION,KOBITA CONSTRUCTION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_504351.pdf,1,,1,1902004.5,0,2020-12-03,2020-12-03,504351,Construction Division-3,1,Chittagong Development Authority,Chattogram,"4078, Manila Plaza,Bahadderhat, Chandgaon, Chattogram.",,0
co0193,"Mazid Sons - Sunny Construction JV ( JVCA Partners [Business Share]: Mazid Sons Construction Ltd. [51.000%] , M/S Sunny Construction [49.000%] )",MAZID SONS SUNNY CONSTRUCTION JV JVCA PARTNERS BUSINESS SHARE MAZID SONS CONSTRUCTION LTD 51 000 M S SUNNY CONSTRUCTION 49 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_505037.pdf,1,,1,28756845.9,0,2021-03-18,2021-03-18,505037,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"58/Cha/1, Tejtury Bazar Chak, West Rajabazar, Dhaka-1215",,0
co0194,Taher Brothers Ltd.,TAHER BROTHERS LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_509251.pdf,1,,1,834238358.785,0,2021-02-15,2021-02-15,509251,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Steel Mill Bazar, North Patenga, Post Code No. 4204, Chittagong",,0
co0195,INQILAB ENTERPRISE,INQILAB ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_510186.pdf,1,,1,1437851.259,0,2021-05-27,2021-05-27,510186,Superintending Engineer (Civil Circle-1),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"24, Naya Paltan,Old-36, Paltan, Dhaka-1000.",,0
co0196,Endeavour Technologies Ltd,ENDEAVOUR TECHNOLOGIES LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_514221.pdf,1,,1,1045150.24,0,2021-12-01,2021-12-01,514221,Management Information System (MIS),1,Chittagong Development Authority,Chattogram,"Suite#O-11, Gufesha Plaza, 8, Shahid sangbadik Selina parvin Sarak, Mogbazar, Dhaka-1217",,0
co0197,M/S. AMIN TRADING CORPORATION,AMIN TRADING CORPORATION,,1,contract awarded,6,Contract_Awards_PDFs/Tender_514343.pdf,1,,6,77075337.906,0,2021-04-27,2024-06-11,514343;601516;747837;870261;889938;944366,Superintending Engineer (Civil Circle-1) | Purbachal New Town Project | Uttara Apartment Project | Superintending Engineer (Civil Circle-4),4,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"99, Motijeel, C/A, Korim Chamber, Room No- 702 (6th Floor)",,0
co0198,M/S. Shah Amanat Traders,SHAH AMANAT TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_515366.pdf,1,,1,2803601.934,0,2021-01-04,2021-01-04,515366,Construction Division-3,1,Chittagong Development Authority,Chattogram,"227/A, Sardar Bari, Dovash Lane, Poet Nazrul Islam Road, Firingee Bazar, Kotwali, Chittagong.",,0
co0199,Mahmud Construction,MAHMUD CONSTRUCTION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_519402.pdf,1,,1,1975027.986,0,2021-01-04,2021-01-04,519402,Construction Division-3,1,Chittagong Development Authority,Chattogram,"43/44 New 44/45, Nazir Ahmed Chowdhury Road, Anderkilla, Kotwali, Chittagong.",,0
co0200,"SS-RI JV ( JVCA Partners [Business Share]: M/S. Raju International [51.000%] , M/S. Sharif & Sons [49.000%] )",SS RI JV JVCA PARTNERS BUSINESS SHARE M S RAJU INTERNATIONAL 51 000 M S SHARIF SONS 49 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_528756.pdf,1,,1,52620082.2,0,2021-06-16,2021-06-16,528756,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Modumati Supar Market, 717, Panchuria, Gopalgonj-8100.",,0
co0201,"SC & ARE JV ( JVCA Partners [Business Share]: M/S. A. R. Enterprise [49.000%] , M/S. Sapna Construction [51.000%] )",SC ARE JV JVCA PARTNERS BUSINESS SHARE M S A R ENTERPRISE 49 000 M S SAPNA CONSTRUCTION 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_528758.pdf,1,,1,54897254.622,0,2021-06-16,2021-06-16,528758,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"230/1-A, Tilpapara, Road No-06 Khilgaon, Dhaka-1219",,0
co0202,"Udayan-Convoy JV ( JVCA Partners [Business Share]: M/S Udayan Builders [70.000%] , CONVOY SERVICE [30.000%] )",UDAYAN CONVOY JV JVCA PARTNERS BUSINESS SHARE M S UDAYAN BUILDERS 70 000 CONVOY SERVICE 30 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_535709.pdf,1,,1,112616351.154,0,2021-06-16,2021-06-16,535709,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Level # 02, Plot # 26, Shahajalal Avenue, Sector # 04, Uttara, Dhaka-1230, Bangladesh",,0
co0203,"Rana Builders (Pvt.) Ltd. - M/s Shafique and Sons (JV) ( JVCA Partners [Business Share]: Rana Builders (Pvt.) Ltd. [51.000%] , M/s Shafique and Sons [49.000%] )",RANA BUILDERS PVT LTD M S SHAFIQUE AND SONS JV JVCA PARTNERS BUSINESS SHARE RANA BUILDERS PVT LTD 51 000 M S SHAFIQUE AND SONS 49 000,"Rana Builders (Pvt.) Ltd. - M/s. Shafique and Sons (JV) ( JVCA Partners [Business Share]: Rana Builders (Pvt.) Ltd. [51.000%] , M/s Shafique and Sons [49.000%] )",2,contract awarded,2,Contract_Awards_PDFs/Tender_535712.pdf,1,,2,174665450.034,0,2021-06-16,2023-12-24,535712;902293,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Cha-72/1, Progoti Sarani, North Badda, Dhaka-1212. | Cha-72/1, Pragoti Sarani, North Badda, Dhaka-1212.",,0
co0204,Spectra Engineers Ltd.,SPECTRA ENGINEERS LTD,,1,contract awarded,4,Contract_Awards_PDFs/Tender_538256.pdf,1,,4,10679532007.980999,0,2021-12-29,2023-07-30,538256;735107;775105;781266,"Project Director (CCORRP) | Project Director(KK Newaz), Chittagong Development Authority | Project Director(Rajib Das) | Project Director (Loop Road)",4,Chittagong Development Authority,Chattogram,"House # 17, Road #106, Block-CEN(F), Gulshan-2, Dhaka-1212",,0
co0205,M/s.Suraim Enterprise,M S SURAIM ENTERPRISE,,1,contract awarded,3,Contract_Awards_PDFs/Tender_539744.pdf,1,,3,8327932.022,0,2021-05-05,2024-04-24,539744;824096;965239,"Project Director(M.Uddin) | Construction Division-1, Chattogram Development Authority | Superintending Engineer-2",3,Chittagong Development Authority,Chattogram,"152, Alkoron Road, Sadaghat, Chittagong",,0
co0206,Legacy Furniture (Pvt.) Ltd.,LEGACY FURNITURE PVT LTD,,1,contract awarded,3,Contract_Awards_PDFs/Tender_548292.pdf,1,,3,69711612.489,0,2021-04-13,2021-04-13,548292;548589;549164,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"60, Gulshan Avenue, Taher Mansion, Gulshan-1, Dhaka-1212",,0
co0207,Flora Limited,FLORA LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_561734.pdf,1,,1,438000.002,0,2021-07-08,2021-07-08,561734,Office of the Assistant Programmer,1,Khulna Development Authority (KDA),Khulna,"Flora Limited DR Tower (3rd Floor) 65/2/2, Bir Protik Gazi Golam Dostogir Road (Box Calvert Road), Purana Paltan Dhaka-1000, Bangladesh.",,0
co0208,Extreme Engineering Development Consultant,EXTREME ENGINEERING DEVELOPMENT CONSULTANT,,1,contract awarded,2,Contract_Awards_PDFs/Tender_577378.pdf,1,,2,6877937.908,0,2021-05-27,2022-03-03,577378;653051,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"47/B, Road No:02, Samata Tower, Chand Housing ,Mohammadpur , Dhaka-1207",,0
co0209,"Ataur Rahman Khan Ltd & Mahabub Brothers (Pvt) Ltd JV ( JVCA Partners [Business Share]: MAHABUB BROTHERS(PVT)LIMITED [49.000%] , Ataur Rahman Khan Ltd. [51.000%] )",ATAUR RAHMAN KHAN LTD MAHABUB BROTHERS PVT LTD JV JVCA PARTNERS BUSINESS SHARE MAHABUB BROTHERS PVT LIMITED 49 000 ATAUR RAHMAN KHAN LTD 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_581310.pdf,1,,1,1434577898.254,0,2021-12-28,2021-12-28,581310,Office of Exen (works),1,Khulna Development Authority (KDA),Khulna,"Firoz Tower (5th Floor), 152/3/B, Bir Uttom Kazi-Nur-Uz-Zaman Road, Panthpath, Dhaka.",,0
co0210,MECO INTERNATIONAL,MECO INTERNATIONAL,,1,contract awarded,1,Contract_Awards_PDFs/Tender_583663.pdf,1,,1,4711111.111,0,2021-08-29,2021-08-29,583663,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House No-37, Road No-4, Block-Kha, Pisciculture Housing Society, Mohammadpur, Dhaka",,0
co0211,M/S Mirza Construction,MIRZA CONSTRUCTION,,1,contract awarded,3,Contract_Awards_PDFs/Tender_591374.pdf,1,,3,19669163.257,0,2021-09-08,2024-07-15,591374;591741;980083,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka. | Office of the Superintending Engineer (Electrical)",2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"J.C. Road, Dhanbandi, Sirajganj",,0
co0212,Khaled Mohammad Selim,KHALED MOHAMMAD SELIM,,1,contract awarded,1,Contract_Awards_PDFs/Tender_595725.pdf,1,,1,2023714.563,0,2021-09-14,2021-09-14,595725,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"109, New Market, Rajshahi-6100.",,0
co0213,M/S. Jashim & Sons,JASHIM SONS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_596661.pdf,1,,1,88622840.523,0,2022-03-30,2022-03-30,596661,"Project Director(KK Newaz), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,"6, Hossain Shahid Soharwardi Road, Kotwali, Chittagong.",,0
co0214,H RAHMAN ENTERPRISE,H RAHMAN ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_601512.pdf,1,,1,11116977.075,0,2022-01-03,2022-01-03,601512,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"177, Shohid Syed Nazrul Islam Sharani, Bijoy Nagar, Dhaka-1000.",,0
co0215,M/s J S Enterprise,J S ENTERPRISE,,1,contract awarded,2,Contract_Awards_PDFs/Tender_614376.pdf,1,,2,24426780.723,0,2022-01-10,2024-01-30,614376;863109,"Project Director(M.Uddin), Chittagong Development Authority | Project Director (CDA Square)",2,Chittagong Development Authority,Chattogram,"North Gasbaria ,Bodurpara , Chandanaish , Chittagong.",,0
co0216,"M/S SHAFIQUE AND SONS - M/S. AMIN TRADING CORPORATION JV ( JVCA Partners [Business Share]: M/S. AMIN TRADING CORPORATION [25.000%] , M/s Shafique and Sons [75.000%] )",SHAFIQUE AND SONS M S AMIN TRADING CORPORATION JV JVCA PARTNERS BUSINESS SHARE M S AMIN TRADING CORPORATION 25 000 M S SHAFIQUE AND SONS 75 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_615572.pdf,1,,1,29216449.314,0,2021-11-23,2021-11-23,615572,Uttara 3rd Phase Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Cha-72/1, Progoti Sarani, Uttar Badda, Dhaka-1212",,0
co0217,Rancon Industrial Solutions Ltd.,RANCON INDUSTRIAL SOLUTIONS LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_617410.pdf,1,,1,21379456.051,0,2021-12-30,2021-12-30,617410,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"117, Tejkunipara, Old Airport Road, Bijoy Shoroni, Tejgaon, Dhaka.",,0
