tender_id,award_file,award_pages,award_template,award_ministry,award_ministry_id,award_agency,award_agency_id,award_procuring_entity,award_procuring_entity_id,award_procuring_entity_code,award_district,award_for,award_method,award_source_of_funds,award_development_partner,award_project,award_project_id,award_invitation_ref,award_package_no,award_package_name,contract_no,contract_description,work_location,winner,winner_id,winner_page,winner_location,winner_tenderer_id,contract_value_taka,contract_value_original,advertised_date,noa_date,signed_date,work_start_date,work_completion_date,tenders_sold,tenders_received,tenders_responsive,bid_counts_printed,performance_security_on_time,contract_signed_on_time,award_officer,award_officer_id,award_officer_designation,beneficial_owners
581310,Contract_Awards_PDFs/Tender_581310.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Khulna Development Authority (KDA),og0016,Office of Exen (works),og0067,,Khulna,Works,OTM,Development Government,NA,Widening and Improvement of Khulna Shipyard Road.,pr0073,eGp/01/KDA/khulna/2020-2021 (Re-Tender),S-WD-01.,Widening and Improvement of Khulna Shipyard Road.,eGp/01/KDA/khulna/2020-2021 (Re-Tender) Tender ID- 581310,Widening and Improvement of Khulna Shipyard Road.,100m,"Ataur Rahman Khan Ltd & Mahabub Brothers (Pvt) Ltd JV ( JVCA Partners [Business Share]: MAHABUB BROTHERS(PVT)LIMITED [49.000%] , Ataur Rahman Khan Ltd. [51.000%] )",co0209,1,"Firoz Tower (5th Floor), 152/3/B, Bir Uttom Kazi-Nur-Uz-Zaman Road, Panthpath, Dhaka.",,1434577898.254,1434577898.254,2021-05-24,2021-12-28,2022-01-11,2022-01-11,2022-06-23,3,2,1,yes,yes,yes,Md. Arman Hossain,pp0102,Project Director,0
583663,Contract_Awards_PDFs/Tender_583663.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Construction of Multistoried Appartment Building on 09 (Nine) nos. Abandoned plot at Gulshan, Mohammadpur, Lalmatia and Dhanmondi , Dhaka.",pr0062,RAJUK/PD_9apt/Gen-S/S._Bldg-5,RAJUK/PD_9apt/Gen-S/S._Bldg-5,"Supply, Installation, Testing Commissioning of 1(One) Number 200KVA Sub-Station & 40KVA Generator for 4 storied Apartment Building at Mohammadpur R/A, Awrangajeb Road, Block-A, Plot-8/2, Dhaka. (Building 5).",RAJUK/PD_9apt/Gen-S/S._Bldg-5,"Supply, Installation, Testing Commissioning of 1(One) Number 200KVA Sub-Station & 40KVA Generator for 4 storied Apartment Building at Mohammadpur R/A, Awrangajeb Road, Block-A, Plot-8/2, Dhaka. (Building 5)",Mohammadpur,MECO INTERNATIONAL,co0210,1,"House No-37, Road No-4, Block-Kha, Pisciculture Housing Society, Mohammadpur, Dhaka",,4711111.111,4711111.111,2021-06-08,2021-08-29,2021-09-26,2021-09-26,2021-12-23,4,3,3,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
590111,Contract_Awards_PDFs/Tender_590111.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Construction of Multistoried Appartment Building on 09 (Nine) nos. Abandoned plot at Gulshan, Mohammadpur, Lalmatia and Dhanmondi , Dhaka.",pr0062,RAJUK/PD_9apt/Solar_Bldg-5,RAJUK/PD_9apt/Solar_Bldg-5,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for 4 Storied Apartment Building at Mohammadpur R/A, Awrangazeb Road, Block-A, Plot No-8/2.",RAJUK/PD_9apt/Solar_Bldg-5,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for 4 Storied Apartment Building at Mohammadpur R/A, Awrangazeb Road, Block-A, Plot No-8/2.",Mohammadpur,M/s Anas Trading International,co0169,1,"37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.",,374800.105,374800.105,2021-06-24,2021-09-22,2021-10-17,2021-10-17,2021-12-16,6,6,6,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
591374,Contract_Awards_PDFs/Tender_591374.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Construction of Multistoried Appartment Building on 09 (Nine) nos. Abandoned plot at Gulshan, Mohammadpur, Lalmatia and Dhanmondi , Dhaka.",pr0062,RAJUK/PD_9apt/Gen-S/S_Bldg-2,RAJUK/PD_9apt/Gen-S/S_Bldg-2,"Supply, Installation, Testing Commissioning of 1(One) Number 500KVA Sub-Station & 200KVA Generator for 10 storied Apartment Building at Gulshan, Road 31, Plot-CWS (B), 28, Dhaka. (Building 2).",RAJUK/PD_9apt/Gen-S/S_Bldg-2,"Supply, Installation, Testing Commissioning of 1(One) Number 500KVA Sub-Station & 200KVA Generator for 10 storied Apartment Building at Gulshan, Road 31, Plot-CWS (B), 28, Dhaka. (Building 2).",Gulshan,M/S Mirza Construction,co0211,1,"J.C. Road, Dhanbandi, Sirajganj",,8464141.096,8464141.096,2021-06-30,2021-09-08,2021-09-28,2021-09-28,2021-12-27,6,5,5,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
591591,Contract_Awards_PDFs/Tender_591591.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Construction of Multistoried Appartment Building on 09 (Nine) nos. Abandoned plot at Gulshan, Mohammadpur, Lalmatia and Dhanmondi , Dhaka.",pr0062,RAJUK/PD_9apt/Lift_Bldg-7,RAJUK/PD_9apt/Lift_Bldg-7,"Supply, Installation, Testing Commissioning of 2(Two) Number 630 KG 8 Passenger Lift for 9 storied Apartment Building at Mohammadpur R/A, Khilzi Road, Block-B, Plot-22/21, Dhaka. (Building 7)",RAJUK/PD_9apt/Lift_Bldg-7,"Supply, Installation, Testing Commissioning of 2(Two) Number 630 KG 8 Passenger Lift for 9 storied Apartment Building at Mohammadpur R/A, Khilzi Road, Block-B, Plot-22/21, Dhaka. (Building 7)",Mohammadpur,Concept Elevators & Engineering Ltd.,co0042,1,"Reg. Office: 656, Road-14, Baitul Aman Housing Society Adabor, Mohammadpur, Dhaka-1207",,8386000.423,8386000.423,2021-06-29,2021-08-09,2021-09-02,2021-09-19,2022-03-20,3,2,2,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
591741,Contract_Awards_PDFs/Tender_591741.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Construction of Multistoried Appartment Building on 09 (Nine) nos. Abandoned plot at Gulshan, Mohammadpur, Lalmatia and Dhanmondi , Dhaka.",pr0062,RAJUK/PD_9apt/Gen-S/S_Bldg-7,RAJUK/PD_9apt/Gen-Sub._Bldg-7,"Supply, Installation, Testing Commissioning of 1(One) Number 400KVA Sub-Station & 150 KVA Generator for 9 storied Apartment Building at Mohammadpur R/A, Khilzi Road, Block-B, Plot-22/21, Dhaka. (Building 7).",RAJUK/PD_9apt/Gen-S/S_Bldg-7,"Supply, Installation, Testing Commissioning of 1(One) Number 400KVA Sub-Station & 150 KVA Generator for 9 storied Apartment Building at Mohammadpur R/A, Khilzi Road, Block-B, Plot-22/21, Dhaka. (Building 7).",Mohammadpur,M/S Mirza Construction,co0211,1,"J.C. Road, Dhanbandi, Sirajganj",,7481081.361,7481081.361,2021-06-30,2021-09-08,2021-09-28,2021-09-28,2021-12-27,6,4,4,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
592175,Contract_Awards_PDFs/Tender_592175.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own fund,NA,"Construction of Multistoried Appartment Building on 09 (Nine) nos. Abandoned plot at Gulshan, Mohammadpur, Lalmatia and Dhanmondi , Dhaka.",pr0062,RAJUK/PD_9apt/Lift_Bldg-9,RAJUK/PD_9apt/Lift_Bldg-9,"Supply, Installation, Testing Commissioning of 1(One) Number 630 KG 8 Passenger Lift for 9 storied Apartment Building at Lalmatia R/A, Block-E, Plot-6/12, Dhaka. (Building 9)",RAJUK/PD_9apt/Lift_Bldg-9,"Supply, Installation, Testing Commissioning of 1(One) Number 630 KG 8 Passenger Lift for 9 storied Apartment Building at Lalmatia R/A, Block-E, Plot-6/12, Dhaka. (Building 9)",Lalmatia,Concept Elevators & Engineering Ltd.,co0042,1,"Reg. Office: 656, Road-14, Baitul Aman Housing Society Adabor, Mohammadpur, Dhaka-1207",,4200000.323,4200000.323,2021-06-29,2021-08-09,2021-09-02,2021-09-19,2022-03-20,3,2,2,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
595725,Contract_Awards_PDFs/Tender_595725.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajshahi Development Authority,og0004,Office of the Chairman,og0030,,Rajshahi,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,040.002.871.000.2013-182,RDA/WF/W/2021-2022/01,Construction of Water Reservoir at RDA Market.,RDA/WF/W/2021-2022/01,Construction of Water Reservoir at RDA Market.,RDA Market Rajshahi,Khaled Mohammad Selim,co0212,1,"109, New Market, Rajshahi-6100.",,2023714.563,2023714.563,2021-08-05,2021-09-14,2021-09-27,2021-10-05,2022-03-01,4,3,1,yes,yes,yes,Md. Anwar Hussain,pp0097,Chaiman,0
595833,Contract_Awards_PDFs/Tender_595833.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Residential Model Town (3rd Phase),pr0035,U3P-01/2021-2022,PD_U3P/1,"Repair & Renovation Works of Lake Drive Road at Eastern Side of Lake 04 & 05 And Avenue-01 (Part), 03 (Part), 05 (Part), 06 & 07 (Part) of Uttara Residential Model Town (3rd Phase) Project.",U3P-01/2021-2022,"Repair & Renovation Works of Lake Drive Road at Eastern Side of Lake 04 & 05 And Avenue-01 (Part), 03 (Part), 05 (Part), 06 & 07 (Part) of Uttara Residential Model Town (3rd Phase) Project.",Dhaka,Rafiq Construction Co. (Pvt.) Ltd.,co0116,1,18/1 Nayapaltan Dhaka-1000,,111744601.47,111744601.470,2021-08-08,2021-10-21,2021-11-18,2021-11-18,2022-05-10,14,11,11,yes,yes,yes,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),0
596661,Contract_Awards_PDFs/Tender_596661.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,"Project Director(KK Newaz), Chittagong Development Authority",og0068,,Chattogram,Works,OTM,Development Government,NA,Construction work of Access Road from Sirajuddoula Road to Shah amanat Bridge Connecting road(Bakalia Acccess),pr0074,Pd/bakaliaexcess/e/44/134,Pd/Bakaliaeccess/e/44,Construction of Access Road (Partial Remaining Work) from Sirajuddaula Road to Shah Amanat Bridge Connecting Road (Bakalia Access) Chittagong (Lot-02).,Pd/bakaliaaccess/e/44/214,Construction of Access Road (Partial Remaining Work) from Sirajuddaula Road to Shah Amanat Bridge Connecting Road (Bakalia Access) Chittagong (Lot-02).,Bakalia,M/S. Jashim & Sons,co0213,1,"6, Hossain Shahid Soharwardi Road, Kotwali, Chittagong.",,88622840.523,88622840.523,2021-09-09,2022-03-30,2022-04-06,2022-04-06,2023-04-06,7,7,6,yes,yes,yes,Kazi Kader Newaz,pp0006,Executive Engineer,0
597090,Contract_Awards_PDFs/Tender_597090.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,UAP/EM/GD-01,UAP/EM/GD-01,"Supply, Installation, Testing and Commissioning of PLC functional Variable Freuency Drive (VFD), PLC functional automatic synchronized power supply system, Pillar Hydrant and other ancilliary work under the project of Construction of Residential Apartment Building for Low and Middle income Group of people at Sector-18, Block-A, Uttara, Dhaka.",UAP/EM/GD-01,"Supply, Installation, Testing and Commissioning of PLC functional Variable Freuency Drive (VFD), PLC functional automatic synchronized power supply system, Pillar Hydrant and other ancilliary work under the project of Construction of Residential Apartment Building for Low and Middle income Group of people at Sector-18, Block-A, Uttara, Dhaka.","Sector-18, Block-A, Uttara, Dhaka",NATIONAL DEVELOPMENT ENGINEERS LTD.,co0054,1,"House No. # 22, Road # 04, Block - C, Banani, Dhaka-1213",,98788892.728,98788892.728,2021-08-17,2021-12-15,2022-01-12,2022-01-12,2022-07-11,8,6,5,yes,yes,yes,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),0
598954,Contract_Awards_PDFs/Tender_598954.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,"Project Director(M.Uddin), Chittagong Development Authority",og0031,,Chattogram,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,ExEx/office/E-76/164,Enex/office/E-76,"Supplying and applying weather Coat on outside of Garage, rest house and other related repair maintenance work",ExEx/office/E-76/178,"Supplying and applying weather Coat on outside of Garage, rest house and other related repair maintenance work",CDA Building Chattogram,M/S. Gulzar Trading,co0142,1,"Hazi Monsur Ali Road, Mia Khan Nagar, Chittagong.",,1999405.152,1999405.152,2021-09-16,2021-11-25,2021-12-08,2021-12-09,2022-02-10,3,2,2,yes,yes,yes,A. H. M. Mesbah Uddin,pp0024,Project Director,0
601511,Contract_Awards_PDFs/Tender_601511.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/59,Rajuk/PD_Purbachal/60,Construction of RAJUK Purbachal Graveyard Boundary wall at Sector-22 of Purbachal New Town Project.,Rajuk/PD_Purbachal/59,Construction of RAJUK Purbachal Graveyard Boundary wall at Sector-22 of Purbachal New Town Project.,Purbachal New Town project,M/S Udayan Builders,co0023,1,"Dhaka Trtade Centre,Level #15, Block # H 99 Kazi Nazrul Islam Avenue, Kawran Bazar C/A, Dhaka-1215",,26986410.486,26986410.486,2021-09-12,2022-01-03,2022-01-31,2022-02-15,2023-06-29,11,8,2,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
601512,Contract_Awards_PDFs/Tender_601512.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/60,Rajuk/PD_Purbachal/61,Construction of RAJUK Purbachal Temple & Crematorium wall at Sector-04 of Purbachal New Town Project.,Rajuk/PD_Purbachal/60,Construction of RAJUK Purbachal Temple & Crematorium wall at Sector-04 of Purbachal New Town Project.,Purbachal New Town project,H RAHMAN ENTERPRISE,co0214,1,"177, Shohid Syed Nazrul Islam Sharani, Bijoy Nagar, Dhaka-1000.",,11116977.075,11116977.075,2021-09-12,2022-01-03,2022-01-30,2022-02-15,2022-12-29,8,7,1,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
601514,Contract_Awards_PDFs/Tender_601514.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/61,Rajuk/PD_Purbachal/62,"Construction of R.C.C Road and Surface Drain at Sector-23 (Part) of Purbachal New Town Project (Package # RDC-23, Lot-01)",Rajuk/PD_Purbachal/61,"Construction of R.C.C Road and Surface Drain at Sector-23 (Part) of Purbachal New Town Project (Package # RDC-23, Lot-01)",Purbachal New Town project,Momotaj Engineers Ltd.,co0003,1,"Kha-202/c, Progatisharani, Middle Badda, Dhaka-1212.",,54831431.367,54831431.367,2021-09-12,2022-01-03,2022-01-26,2022-01-26,2022-06-30,17,15,12,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
601516,Contract_Awards_PDFs/Tender_601516.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/62,Rajuk/PD_Purbachal/63,Construction of Internal RCC walkway including surface drain at Sector-24 of Purbachal New Town Project.,Rajuk/PD_Purbachal/62,Construction of Internal RCC walkway including surface drain at Sector-24 of Purbachal New Town Project.,Purbachal New Town project,M/S. AMIN TRADING CORPORATION,co0197,1,"99, Motijeel, C/A, Korim Chamber, Room No- 702 (6th Floor)",,16055781.408,16055781.408,2021-09-12,2022-01-03,2022-01-30,2022-01-30,2022-06-12,18,16,13,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
601519,Contract_Awards_PDFs/Tender_601519.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/64,Rajuk/PD_Purbachal/66,Construction of Internal RCC walkway including surface drain at Sector-28 of Purbachal New Town Project.,Rajuk/PD_Purbachal/64,Construction of Internal RCC walkway including surface drain at Sector-28 of Purbachal New Town Project.,Purbachal New Town project,M/S. A. R. Enterprise,co0016,1,"House-08, Road-02, Diyabari, Uttara, Dhaka-1230 Contact No:01935968075, 01707568905",,20511652.707,20511652.707,2021-09-12,2022-01-03,2022-01-31,2022-02-20,2022-04-28,16,15,9,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
601520,Contract_Awards_PDFs/Tender_601520.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/64,Rajuk/PD_Purbachal/67,Construction of Boundary Wall for RAJUK site office at Sector-19 of Purbachal New Town Project.,Rajuk/PD_Purbachal/67,Construction of Boundary Wall for RAJUK site office at Sector-19 of Purbachal New Town Project.,Purbachal New Town project,Starlite Services Limited,co0019,1,"Planners Tower(16th Floor), Suit No: 8-11,13/A, Sonargaon Road, Dhaka-1000.",,25907749.632,25907749.632,2021-09-12,2022-01-03,2022-01-31,2022-01-31,2023-02-28,9,9,1,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
608964,Contract_Awards_PDFs/Tender_608964.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/PD_9apt/Solar_Bldg-7,RAJUK/PD_9apt/Solar_Bldg-7,"Supply, Installation, Testing & Commissioning of 10 KWP Solar System for 9 Storied Apartment Building at Mohammadpur R/A, Khilzi Road, Plot No-22/21 (Building 7).",RAJUK/PD_9apt/Solar_Bldg-7,"Supply, Installation, Testing & Commissioning of 10 KWP Solar System for 9 Storied Apartment Building at Mohammadpur R/A, Khilzi Road, Plot No-22/21 (Building7).",Mohammadpur,M/s Anas Trading International,co0169,1,"37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.",,840000.11,840000.110,2021-09-15,2021-12-01,2021-12-01,2021-12-15,2022-03-15,9,8,4,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
609656,Contract_Awards_PDFs/Tender_609656.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/PD_9apt/Solar._Bldg-2,RAJUK/PD_9apt/Solar._Bldg-2,"Supply, Installation, Testing & Commissioning of 12 KWP Solar System for 10 Storied Apartment Building at Gulshan R/A, Road No.- 31, Plot No-CWS(B)-28 (Building-2).",RAJUK/PD_9apt/Solar._Bldg-2,"Supply, Installation, Testing & Commissioning of 12 KWP Solar System for 10 Storied Apartment Building at Gulshan R/A, Road No.- 31, Plot No-CWS(B)-28 (Building-2).",Gulshan,M/s Anas Trading International,co0169,1,"37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.",,947996.112,947996.112,2021-09-15,2021-12-01,2021-12-29,2021-12-29,2022-02-27,8,8,4,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
614373,Contract_Awards_PDFs/Tender_614373.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/PD_9apt/Lift_Bldg-6,RAJUK/PD_9apt/Lift_Bldg-6,"Supply, Installation, Testing, Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",RAJUK/PD_9apt/Lift_Bldg-6,"Supply, Installation, Testing, Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",Mohammadpur,Concept Elevators & Engineering Ltd.,co0042,1,"Reg. Office: 656, Road-14, Baitul Aman Housing Society Adabor, Mohammadpur, Dhaka-1207",,4498200.356,4498200.356,2021-10-04,2021-12-19,2022-01-13,2022-01-16,2022-06-16,3,1,1,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
614376,Contract_Awards_PDFs/Tender_614376.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,"Project Director(M.Uddin), Chittagong Development Authority",og0031,,Chattogram,Works,OTM,Own Fund Own Fund,NA,NA,pr0003,ExEn/Me.sta.qu/E-77/09,ExEn/Mestaqu/E-77,Annual repairing and Maintenance work of Building No-11 at Mehedibag CDA staff Quarter Chattogram.,ExEn/Me.sta.qu/E-77/03,Annual repairing and Maintenance work of Building No-11 at Mehedibag CDA staff Quarter Chattogram.,Mehedibag CDA staff Quarter Chattogram,M/s J S Enterprise,co0215,1,"North Gasbaria ,Bodurpara , Chandanaish , Chittagong.",,5821337.259,5821337.259,2021-10-25,2022-01-10,2022-01-26,2022-01-30,2022-05-01,2,1,1,yes,yes,yes,A. H. M. Mesbah Uddin,pp0024,Project Director,0
615021,Contract_Awards_PDFs/Tender_615021.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Goods,OTM,Own Fund Own Fund,NA,NA,pr0003,RAJUK/PD_9apt/Solar_Bldg-6,RAJUK/PD_9apt/Solar_Bldg-6,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",RAJUK/PD_9apt/Solar_Bldg-6,"Supply, Installation, Testing & Commissioning of 5 KWP Solar System for Eight Storied Apartment Building at Mohammadpur R/A, Babor Road, Block-B, Plot-2/15 (Building-6)",Mohammadpur,M/s Anas Trading International,co0169,1,"37, Bir Uttam C.R. Datta Road, Nahar Plaza, Room No-1506, Dhaka-1000, Bangladesh.",,295000.105,295000.105,2021-10-04,2021-12-19,2022-01-12,2022-01-12,2022-03-13,11,7,3,yes,yes,yes,Rahat Muslemin,pp0003,PD (9apt),0
615572,Contract_Awards_PDFs/Tender_615572.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Works,OTM,Own Fund Own fund,NA,Uttara Residential Model Town (3rd Phase),pr0035,U3P-02/2021-2022,PD_U3P/2,Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.,U3P-02/2021-2022,Repair and Renovation Work of Lake Drive Road no 06 (west side of lake no-11) Including Surface Pucca Drain and Barbed Wire Fancy around Green Belt at Sector 16 of Uttara Residential Model Town (3rd Phase) Project.,Uttara 3rd Phase Project,"M/S SHAFIQUE AND SONS - M/S. AMIN TRADING CORPORATION JV ( JVCA Partners [Business Share]: M/S. AMIN TRADING CORPORATION [25.000%] , M/s Shafique and Sons [75.000%] )",co0216,1,"Cha-72/1, Progoti Sarani, Uttar Badda, Dhaka-1212",,29216449.314,29216449.314,2021-10-04,2021-11-23,2021-12-21,2022-01-10,2022-05-10,9,8,6,yes,yes,yes,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),0
616293,Contract_Awards_PDFs/Tender_616293.pdf,1,supplier,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Works,OTM,Own Fund Own fund,NA,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/70,Rajuk/PD_Purbachal/70,"Electrification work of 02 (two) Storied Progati High Building with 06 (Six) Storied Foundation work in the Plot No-43, Road No-102 in Sector No-03 of Purbachal New Town Project.",Rajuk/PD_Purbachal/70,"Electrification work of 02 (two) Storied Progati High Building with 06 (Six) Storied Foundation work in the Plot No-43, Road No-102 in Sector No-03 of Purbachal New Town Project.",Purbachal New Town project,M/S. Sharif & Sons,co0017,1,"Eastern Arzoo, Suite No: 11/08, 61, Bijoynagar, Dhaka-1000.",,3463421.4,3463421.400,2021-10-03,2022-01-26,2022-02-23,2022-04-04,2022-06-14,5,5,1,yes,yes,yes,Ujjwal Mallick,pp0099,Project Director,0
