level,printed,normalized,tenders,first_source_file,first_page,coordinates
work location,Biponi Bitan A block,Biponi Bitan A block,1,Contract_Awards_PDFs/Tender_629331.pdf,1,not documented in the supplied documents
winner address,"Khan Mansion Khulshi Colony Road, Nasirabad, Chittagong-4209","Khan Mansion Khulshi Colony Road, Nasirabad, Chittagong-4209",2,Contract_Awards_PDFs/Tender_629331.pdf,1,not documented in the supplied documents
work location,"CDA hill, Chittagong","CDA hill, Chittagong",1,Contract_Awards_PDFs/Tender_631780.pdf,1,not documented in the supplied documents
work location,"Mehedibag, Chattogram","Mehedibag, Chattogram",1,Contract_Awards_PDFs/Tender_637086.pdf,1,not documented in the supplied documents
winner address,"4, BGB Super Market, Halishahar Housing Estate, Chattogram.","4, BGB Super Market, Halishahar Housing Estate, Chattogram.",2,Contract_Awards_PDFs/Tender_637086.pdf,1,not documented in the supplied documents
work location,Uttara Apartment Project Sector-18 Uttara Dhaka,Uttara Apartment Project Sector-18 Uttara Dhaka,1,Contract_Awards_PDFs/Tender_637169.pdf,1,not documented in the supplied documents
work location,"RDA Bhaban, Rajshahi","RDA Bhaban, Rajshahi",1,Contract_Awards_PDFs/Tender_638918.pdf,1,not documented in the supplied documents
winner address,"37 Bir Uttam C R Datta Road, Nahar Plaza, Dhaka","37 Bir Uttam C R Datta Road, Nahar Plaza, Dhaka",2,Contract_Awards_PDFs/Tender_638918.pdf,1,not documented in the supplied documents
work location,CDA hill Chittagong,CDA hill Chittagong,2,Contract_Awards_PDFs/Tender_640368.pdf,1,not documented in the supplied documents
winner address,"265/262 Mamtaj Market, Khatungonj, Chittagong.","265/262 Mamtaj Market, Khatungonj, Chittagong.",2,Contract_Awards_PDFs/Tender_640368.pdf,1,not documented in the supplied documents
work location,Bonolata RA,Bonolata RA,1,Contract_Awards_PDFs/Tender_64165.pdf,1,not documented in the supplied documents
winner address,"In front of Rajshahi City Bhaban, Greater road, Rajshahi, Bangladesh.","In front of Rajshahi City Bhaban, Greater road, Rajshahi, Bangladesh.",1,Contract_Awards_PDFs/Tender_64165.pdf,1,not documented in the supplied documents
winner address,"24, MIRPUR ROAD , GLOBE CENTER (3RD FLOOR), DHAKA","24, MIRPUR ROAD , GLOBE CENTER (3RD FLOOR), DHAKA",1,Contract_Awards_PDFs/Tender_647361.pdf,1,not documented in the supplied documents
winner address,"10/2, Kashem Centre, 12/A, Arambagh, Motijhil, Dhaka1000","10/2, Kashem Centre, 12/A, Arambagh, Motijhil, Dhaka1000",1,Contract_Awards_PDFs/Tender_647467.pdf,1,not documented in the supplied documents
winner address,"20/C, Road No- 2, Amirbag R/A, Mehedibag, Chattogram.","20/C, Road No- 2, Amirbag R/A, Mehedibag, Chattogram.",1,Contract_Awards_PDFs/Tender_647622.pdf,1,not documented in the supplied documents
work location,"Darianagor and Himchari EcoTourism Picnic Spot, Coxs Bazar","Darianagor and Himchari EcoTourism Picnic Spot, Coxs Bazar",1,Contract_Awards_PDFs/Tender_653051.pdf,1,not documented in the supplied documents
work location,Bonolata RA RDA Bhaban Rajshahi,Bonolata RA RDA Bhaban Rajshahi,1,Contract_Awards_PDFs/Tender_658227.pdf,1,not documented in the supplied documents
winner address,"Rithin Enterprise, Proprietor-Tured Al Masud, 1st class contractor & supplier , Dorikharbona, Boalia, Rajshahi.","Rithin Enterprise, Proprietor-Tured Al Masud, 1st class contractor & supplier , Dorikharbona, Boalia, Rajshahi.",1,Contract_Awards_PDFs/Tender_658227.pdf,1,not documented in the supplied documents
work location,Uttara,Uttara,5,Contract_Awards_PDFs/Tender_661661.pdf,1,not documented in the supplied documents
work location,Rajuk Office Motijheel,Rajuk Office Motijheel,3,Contract_Awards_PDFs/Tender_663428.pdf,1,not documented in the supplied documents
winner address,"9K,Motijheel, C/A, Dhaka-1000.","9K,Motijheel, C/A, Dhaka-1000.",2,Contract_Awards_PDFs/Tender_663428.pdf,1,not documented in the supplied documents
winner address,"Tithy Printing & Packaging 28/C-1, Toyenbee Circular Road, Motijheel C/A, Dhaka-1000, Bangladesh, Phone: 9550412, 9553303, Mobile: 01819263481","Tithy Printing & Packaging 28/C-1, Toyenbee Circular Road, Motijheel C/A, Dhaka-1000, Bangladesh, Phone: 9550412, 9553303, Mobile: 01819263481",1,Contract_Awards_PDFs/Tender_663429.pdf,1,not documented in the supplied documents
work location,Mehedibag CDA Staff Quarter Chattogram,Mehedibag CDA Staff Quarter Chattogram,2,Contract_Awards_PDFs/Tender_667218.pdf,1,not documented in the supplied documents
winner address,"Bara Dighir Par, Hathazari Road, Hathazari, Chittagong.","Bara Dighir Par, Hathazari Road, Hathazari, Chittagong.",1,Contract_Awards_PDFs/Tender_667218.pdf,1,not documented in the supplied documents
work location,CoxsBazar Sadar,CoxsBazar Sadar,1,Contract_Awards_PDFs/Tender_669151.pdf,1,not documented in the supplied documents
work location,"CDA Building, Kotowali, Chattogram","CDA Building, Kotowali, Chattogram",2,Contract_Awards_PDFs/Tender_670297.pdf,1,not documented in the supplied documents
work location,"Uttara Apartment Project ,Sector-18,Uttara,Dhaka","Uttara Apartment Project ,Sector-18,Uttara,Dhaka",2,Contract_Awards_PDFs/Tender_671805.pdf,1,not documented in the supplied documents
winner address,"Arambag,Motijheel","Arambag,Motijheel",1,Contract_Awards_PDFs/Tender_672061.pdf,1,not documented in the supplied documents
winner address,"60, West Agargaon (1st Floor), Sher-e-Bangla Nagar, Dhaka-1207.","60, West Agargaon (1st Floor), Sher-e-Bangla Nagar, Dhaka-1207.",1,Contract_Awards_PDFs/Tender_680144.pdf,1,not documented in the supplied documents
winner address,"Laldigir Par, Main Road, Coxs Bazar, Bangladesh","Laldigir Par, Main Road, Coxs Bazar, Bangladesh",4,Contract_Awards_PDFs/Tender_681465.pdf,1,not documented in the supplied documents
work location,CDA Building Kotowali Chattogram,CDA Building Kotowali Chattogram,1,Contract_Awards_PDFs/Tender_683811.pdf,1,not documented in the supplied documents
work location,Hatirjheel Project Area,Hatirjheel Project Area,1,Contract_Awards_PDFs/Tender_684610.pdf,1,not documented in the supplied documents
work location,Hatirjheel integrated Area of Rajuk,Hatirjheel integrated Area of Rajuk,1,Contract_Awards_PDFs/Tender_685885.pdf,1,not documented in the supplied documents
work location,Malibagh Offucers Quarter Area,Malibagh Offucers Quarter Area,1,Contract_Awards_PDFs/Tender_690870.pdf,1,not documented in the supplied documents
work location,Office of the Planning Section at KDA Office.,Office of the Planning Section at KDA Office.,1,Contract_Awards_PDFs/Tender_695670.pdf,1,not documented in the supplied documents
winner address,"06, Madan Shaha Lane, Sutrapur, Dhaka-1100.","06, Madan Shaha Lane, Sutrapur, Dhaka-1100.",1,Contract_Awards_PDFs/Tender_699111.pdf,1,not documented in the supplied documents
winner address,"Pani Gati, Hazigram, Digholia, Khulna-9222","Pani Gati, Hazigram, Digholia, Khulna-9222",1,Contract_Awards_PDFs/Tender_699961.pdf,1,not documented in the supplied documents
winner address,"House # 701, Road # 01, Bus Terminal Road, Tatultala, Alamnagar-5402, Rangpur","House # 701, Road # 01, Bus Terminal Road, Tatultala, Alamnagar-5402, Rangpur",1,Contract_Awards_PDFs/Tender_703479.pdf,1,not documented in the supplied documents
winner address,"33 South Khilgaon, Dhaka 1219.","33 South Khilgaon, Dhaka 1219.",2,Contract_Awards_PDFs/Tender_713622.pdf,1,not documented in the supplied documents
work location,"Sector-3, Uttara","Sector-3, Uttara",1,Contract_Awards_PDFs/Tender_727612.pdf,1,not documented in the supplied documents
winner address,"P-67/1, Middle Badda, Badda, Dhaka-1212.","P-67/1, Middle Badda, Badda, Dhaka-1212.",1,Contract_Awards_PDFs/Tender_727612.pdf,1,not documented in the supplied documents
work location,KDA office building,KDA office building,3,Contract_Awards_PDFs/Tender_728690.pdf,1,not documented in the supplied documents
winner address,"353/1 ( DSCC) Zia Shoroni Road, Matuail,; Jatrabari PS; Dhaka-1232; Bangladesh","353/1 ( DSCC) Zia Shoroni Road, Matuail,; Jatrabari PS; Dhaka-1232; Bangladesh",3,Contract_Awards_PDFs/Tender_728690.pdf,1,not documented in the supplied documents
work location,Dewanhat Chattogram,Dewanhat Chattogram,1,Contract_Awards_PDFs/Tender_728810.pdf,1,not documented in the supplied documents
work location,Dewanhat,Dewanhat,4,Contract_Awards_PDFs/Tender_730799.pdf,1,not documented in the supplied documents
work location,"Uttara Apartment Project, Sector-18, Block-A, Uttara, Dhaka.","Uttara Apartment Project, Sector-18, Block-A, Uttara, Dhaka.",1,Contract_Awards_PDFs/Tender_732686.pdf,1,not documented in the supplied documents
winner address,"Road # 07, House # 27, Sector # 11, Uttara, Dhaka-1230","Road # 07, House # 27, Sector # 11, Uttara, Dhaka-1230",1,Contract_Awards_PDFs/Tender_732686.pdf,1,not documented in the supplied documents
winner address,"Khurushkul Road, Uttar Taraboniarchara, Coxs Bazar Pourshava, Coxs Bazar","Khurushkul Road, Uttar Taraboniarchara, Coxs Bazar Pourshava, Coxs Bazar",2,Contract_Awards_PDFs/Tender_733637.pdf,1,not documented in the supplied documents
work location,"Chandanpura,bakalia","Chandanpura,bakalia",2,Contract_Awards_PDFs/Tender_735107.pdf,1,not documented in the supplied documents
work location,Dhanmondi,Dhanmondi,3,Contract_Awards_PDFs/Tender_737121.pdf,1,not documented in the supplied documents
work location,"CDA, Chattogram","CDA, Chattogram",1,Contract_Awards_PDFs/Tender_745109.pdf,1,not documented in the supplied documents
winner address,BDBL Bhaban (6th Level) 12 Karwan Bazar,BDBL Bhaban (6th Level) 12 Karwan Bazar,1,Contract_Awards_PDFs/Tender_745109.pdf,1,not documented in the supplied documents
work location,mohakhali mechanical stack yard,mohakhali mechanical stack yard,1,Contract_Awards_PDFs/Tender_747343.pdf,1,not documented in the supplied documents
winner address,"Dhaka Trade Center (15th Floor), Block-H, 99 Kazi Nazrul Islam Avenue, Kawran Bazar C/A, Dhaka-1215","Dhaka Trade Center (15th Floor), Block-H, 99 Kazi Nazrul Islam Avenue, Kawran Bazar C/A, Dhaka-1215",1,Contract_Awards_PDFs/Tender_752801.pdf,1,not documented in the supplied documents
work location,Rajuk Annex Building.,Rajuk Annex Building.,1,Contract_Awards_PDFs/Tender_755274.pdf,1,not documented in the supplied documents
work location,mohakhali mechanical stackyard,mohakhali mechanical stackyard,2,Contract_Awards_PDFs/Tender_755479.pdf,1,not documented in the supplied documents
work location,CDA Hill Chattogram,CDA Hill Chattogram,2,Contract_Awards_PDFs/Tender_773275.pdf,1,not documented in the supplied documents
work location,Chattogram City Corporation Area,Chattogram City Corporation Area,1,Contract_Awards_PDFs/Tender_775105.pdf,1,not documented in the supplied documents
work location,"CDA Building, Court Road, Kotowali, Chattogram","CDA Building, Court Road, Kotowali, Chattogram",3,Contract_Awards_PDFs/Tender_780102.pdf,1,not documented in the supplied documents
work location,Baizid Boastami Road,Baizid Boastami Road,1,Contract_Awards_PDFs/Tender_781266.pdf,1,not documented in the supplied documents
work location,Khulna,Khulna,3,Contract_Awards_PDFs/Tender_783087.pdf,1,not documented in the supplied documents
winner address,"1307/2,East Monipur, kafrul,Dhaka-1216","1307/2,East Monipur, kafrul,Dhaka-1216",4,Contract_Awards_PDFs/Tender_79395.pdf,1,not documented in the supplied documents
work location,Uttara RAJUK,Uttara RAJUK,1,Contract_Awards_PDFs/Tender_80586.pdf,1,not documented in the supplied documents
winner address,"House #27, Road #07, Sector #11. Uttara, Dhaka","House #27, Road #07, Sector #11. Uttara, Dhaka",1,Contract_Awards_PDFs/Tender_807903.pdf,1,not documented in the supplied documents
work location,Moheskhali CoxsBazar,Moheskhali CoxsBazar,1,Contract_Awards_PDFs/Tender_808097.pdf,1,not documented in the supplied documents
work location,"MIS Dept, CDA","MIS Dept, CDA",1,Contract_Awards_PDFs/Tender_815786.pdf,1,not documented in the supplied documents
winner address,"152, Shantinagar, Flat # B-6, Rupayan Angel, Dhaka-1217.","152, Shantinagar, Flat # B-6, Rupayan Angel, Dhaka-1217.",1,Contract_Awards_PDFs/Tender_815786.pdf,1,not documented in the supplied documents
winner address,"North Rumaliarchara, Cox's Bazar Sadar, Coxs Bazar","North Rumaliarchara, Cox's Bazar Sadar, Coxs Bazar",2,Contract_Awards_PDFs/Tender_827087.pdf,1,not documented in the supplied documents
work location,Uttara (3rd phase ) Project.,Uttara (3rd phase ) Project.,1,Contract_Awards_PDFs/Tender_828053.pdf,1,not documented in the supplied documents
winner address,"Kushali Bhaban, 238/1, Begum Rokeya Sharanee, Taltala, Dhaka 1216","Kushali Bhaban, 238/1, Begum Rokeya Sharanee, Taltala, Dhaka 1216",1,Contract_Awards_PDFs/Tender_832064.pdf,1,not documented in the supplied documents
work location,"Coxs Bazar Development Authority, Coxs Bazar","Coxs Bazar Development Authority, Coxs Bazar",7,Contract_Awards_PDFs/Tender_834339.pdf,1,not documented in the supplied documents
winner address,"160, Lake Circus, Kalabagan, Dhaka.","160, Lake Circus, Kalabagan, Dhaka.",1,Contract_Awards_PDFs/Tender_835662.pdf,1,not documented in the supplied documents
work location,Seroil Bus - Terminai,Seroil Bus - Terminai,1,Contract_Awards_PDFs/Tender_836225.pdf,1,not documented in the supplied documents
winner address,"CAPTAIN MOHIUDDIN ZAHANGIR SWARANI Seroil, Post- Ghoramara, Police Station- Boalia, Dist- Rajshahi.","CAPTAIN MOHIUDDIN ZAHANGIR SWARANI Seroil, Post- Ghoramara, Police Station- Boalia, Dist- Rajshahi.",1,Contract_Awards_PDFs/Tender_836225.pdf,1,not documented in the supplied documents
winner address,"120/A, R.S Bhaban (2nd Floor), Suite-310, Motijheel C/A, Dhaka-1000","120/A, R.S Bhaban (2nd Floor), Suite-310, Motijheel C/A, Dhaka-1000",1,Contract_Awards_PDFs/Tender_836329.pdf,1,not documented in the supplied documents
winner address,"62, Natab Bhaban (2nd Floor), Panchlaish, Chittagong.","62, Natab Bhaban (2nd Floor), Panchlaish, Chittagong.",1,Contract_Awards_PDFs/Tender_840372.pdf,1,not documented in the supplied documents
work location,Bayezid to Fauzdarhat,Bayezid to Fauzdarhat,1,Contract_Awards_PDFs/Tender_848555.pdf,1,not documented in the supplied documents
winner address,"House # 09 (1st Floor), Road # 1, Block-G, Beside A.C Mosjid, Halishahar H/E, Halishahar, Chattogram, Bangladesh.","House # 09 (1st Floor), Road # 1, Block-G, Beside A.C Mosjid, Halishahar H/E, Halishahar, Chattogram, Bangladesh.",1,Contract_Awards_PDFs/Tender_848555.pdf,1,not documented in the supplied documents
work location,CDA Silimpur Residential Area,CDA Silimpur Residential Area,1,Contract_Awards_PDFs/Tender_851863.pdf,1,not documented in the supplied documents
winner address,"129/143, D.C Road, Khan Bhaban, West Bakalia, Dewanbazar, Chittagong.","129/143, D.C Road, Khan Bhaban, West Bakalia, Dewanbazar, Chittagong.",1,Contract_Awards_PDFs/Tender_851863.pdf,1,not documented in the supplied documents
work location,"CDA Silimpur Residential Area, Chattogram","CDA Silimpur Residential Area, Chattogram",1,Contract_Awards_PDFs/Tender_851864.pdf,1,not documented in the supplied documents
work location,"CDA Silimpur Residential area, Chattogram","CDA Silimpur Residential area, Chattogram",1,Contract_Awards_PDFs/Tender_851865.pdf,1,not documented in the supplied documents
winner address,"69/7, Mohammadia Plaza, Reazuddin Bazar, Chattogram","69/7, Mohammadia Plaza, Reazuddin Bazar, Chattogram",1,Contract_Awards_PDFs/Tender_851865.pdf,1,not documented in the supplied documents
winner address,"House-22, Road-04, Block- C Banani Dhaka-1213","House-22, Road-04, Block- C Banani Dhaka-1213",1,Contract_Awards_PDFs/Tender_857646.pdf,1,not documented in the supplied documents
work location,Rajshahi,Rajshahi,5,Contract_Awards_PDFs/Tender_859008.pdf,1,not documented in the supplied documents
winner address,"Nur Manjil, Kadirganj, Rajshahi.","Nur Manjil, Kadirganj, Rajshahi.",3,Contract_Awards_PDFs/Tender_859008.pdf,1,not documented in the supplied documents
work location,"Shahid Captain Monsur Ali Park, Rajshahi","Shahid Captain Monsur Ali Park, Rajshahi",3,Contract_Awards_PDFs/Tender_860822.pdf,1,not documented in the supplied documents
winner address,"201/206, Nasirabad Industrial Area Baijid Bostami Road","201/206, Nasirabad Industrial Area Baijid Bostami Road",1,Contract_Awards_PDFs/Tender_860822.pdf,1,not documented in the supplied documents
winner address,"48/B, West Dholairpar, Dhaka-1204.","48/B, West Dholairpar, Dhaka-1204.",1,Contract_Awards_PDFs/Tender_860823.pdf,1,not documented in the supplied documents
winner address,"309, SK Mujib Road, Unit 7&8, Level 6, North Agrabad, Chittagong, Bangladesh.","309, SK Mujib Road, Unit 7&8, Level 6, North Agrabad, Chittagong, Bangladesh.",1,Contract_Awards_PDFs/Tender_862601.pdf,1,not documented in the supplied documents
work location,"Nasirabad, Chattogram.","Nasirabad, Chattogram.",1,Contract_Awards_PDFs/Tender_862635.pdf,1,not documented in the supplied documents
work location,"RAJUK Bhaban, Motijheel","RAJUK Bhaban, Motijheel",4,Contract_Awards_PDFs/Tender_865422.pdf,1,not documented in the supplied documents
winner address,"112/1 Fakirapool (3rd Floor), Dhaka-1000","112/1 Fakirapool (3rd Floor), Dhaka-1000",2,Contract_Awards_PDFs/Tender_865422.pdf,1,not documented in the supplied documents
work location,Mehedibag CDA staff Quarte Chattogram,Mehedibag CDA staff Quarte Chattogram,1,Contract_Awards_PDFs/Tender_865569.pdf,1,not documented in the supplied documents
winner address,"B.O.C. Mor,Katgar,Dohazari,Satkania,Chittagong-4382","B.O.C. Mor,Katgar,Dohazari,Satkania,Chittagong-4382",1,Contract_Awards_PDFs/Tender_865569.pdf,1,not documented in the supplied documents
winner address,"17/2 Deana South para, Daulatpur, Khulna.","17/2 Deana South para, Daulatpur, Khulna.",1,Contract_Awards_PDFs/Tender_867256.pdf,1,not documented in the supplied documents
winner address,"Suite-4A, Nakshi Homes, 6/1/A, Topkhana Road, Segunbagicha, Topkhana Road, Dhaka-1000.","Suite-4A, Nakshi Homes, 6/1/A, Topkhana Road, Segunbagicha, Topkhana Road, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_868640.pdf,1,not documented in the supplied documents
winner address,"147 Motijheel C/A, Sultan Building, (1st Floor) Dhaka.","147 Motijheel C/A, Sultan Building, (1st Floor) Dhaka.",1,Contract_Awards_PDFs/Tender_870250.pdf,1,not documented in the supplied documents
winner address,PRAN RFL Center 105 Middle Badda Dhaka,PRAN RFL Center 105 Middle Badda Dhaka,1,Contract_Awards_PDFs/Tender_879523.pdf,1,not documented in the supplied documents
work location,Mohakhali RAJUK Zonal Office,Mohakhali RAJUK Zonal Office,3,Contract_Awards_PDFs/Tender_887587.pdf,1,not documented in the supplied documents
work location,Rajuk Annex Building,Rajuk Annex Building,1,Contract_Awards_PDFs/Tender_888738.pdf,1,not documented in the supplied documents
work location,Rajuk Officers Quarter.,Rajuk Officers Quarter.,1,Contract_Awards_PDFs/Tender_888828.pdf,1,not documented in the supplied documents
work location,Uttara Residential Area,Uttara Residential Area,1,Contract_Awards_PDFs/Tender_89106.pdf,1,not documented in the supplied documents
winner address,"Planners Tower (16th Floor), 13/A, Bipanan C/A, Sonargaon Road, Dhaka-1000","Planners Tower (16th Floor), 13/A, Bipanan C/A, Sonargaon Road, Dhaka-1000",1,Contract_Awards_PDFs/Tender_89106.pdf,1,not documented in the supplied documents
work location,Rajuk Bhaban & Narayanganj Zonal Office,Rajuk Bhaban & Narayanganj Zonal Office,1,Contract_Awards_PDFs/Tender_891746.pdf,1,not documented in the supplied documents
work location,Ramgati,Ramgati,1,Contract_Awards_PDFs/Tender_89768.pdf,1,not documented in the supplied documents
winner address,"Uttar Te-muhuni, Upazila- Sadar, Dist.- Laxmipur.","Uttar Te-muhuni, Upazila- Sadar, Dist.- Laxmipur.",1,Contract_Awards_PDFs/Tender_89768.pdf,1,not documented in the supplied documents
winner address,"Modhumati Super Market, 717, Panchuria, Gopalgonj-8100.","Modhumati Super Market, 717, Panchuria, Gopalgonj-8100.",1,Contract_Awards_PDFs/Tender_901824.pdf,1,not documented in the supplied documents
winner address,"Cha-72/1, Pragoti Sarani, North Badda, Dhaka-1212.","Cha-72/1, Pragoti Sarani, North Badda, Dhaka-1212.",1,Contract_Awards_PDFs/Tender_902293.pdf,1,not documented in the supplied documents
winner address,"Charpatherghata, Azim Para, Karnaphulli, Chittagong.","Charpatherghata, Azim Para, Karnaphulli, Chittagong.",2,Contract_Awards_PDFs/Tender_909193.pdf,1,not documented in the supplied documents
work location,"Dewanhat, Chattogram","Dewanhat, Chattogram",1,Contract_Awards_PDFs/Tender_909196.pdf,1,not documented in the supplied documents
work location,CDA Mehedibag Staff Quartter Chittagong,CDA Mehedibag Staff Quartter Chittagong,1,Contract_Awards_PDFs/Tender_91142.pdf,1,not documented in the supplied documents
winner address,"North Peskerpara, Coxs Bazar Pourashava, Sadar, Coxs Bazar","North Peskerpara, Coxs Bazar Pourashava, Sadar, Coxs Bazar",3,Contract_Awards_PDFs/Tender_916128.pdf,1,not documented in the supplied documents
work location,"North Patenga, South Patenga","North Patenga, South Patenga",1,Contract_Awards_PDFs/Tender_917088.pdf,1,not documented in the supplied documents
winner address,"Azad Bhaban (6th floor), Jamal Khan Road, Chattogram","Azad Bhaban (6th floor), Jamal Khan Road, Chattogram",1,Contract_Awards_PDFs/Tender_917088.pdf,1,not documented in the supplied documents
work location,"Saltgola, Chattogram","Saltgola, Chattogram",1,Contract_Awards_PDFs/Tender_918775.pdf,1,not documented in the supplied documents
work location,"Moheskhali, CoxsBazar","Moheskhali, CoxsBazar",1,Contract_Awards_PDFs/Tender_925988.pdf,1,not documented in the supplied documents
winner address,"House #8/4A (4th & 5th Floor), Block #A, Lalmatia, Dhaka-1207, Bangladesh","House #8/4A (4th & 5th Floor), Block #A, Lalmatia, Dhaka-1207, Bangladesh",1,Contract_Awards_PDFs/Tender_926607.pdf,1,not documented in the supplied documents
work location,RAJUK Zonal Office,RAJUK Zonal Office,1,Contract_Awards_PDFs/Tender_926623.pdf,1,not documented in the supplied documents
winner address,"51, Naya Paltan, Paltan, Dhaka-1000","51, Naya Paltan, Paltan, Dhaka-1000",2,Contract_Awards_PDFs/Tender_926623.pdf,1,not documented in the supplied documents
winner address,"154, Mosjid Bhaban, Room# 310, Level: 2, Motijheel C/A, Dhaka-1000","154, Mosjid Bhaban, Room# 310, Level: 2, Motijheel C/A, Dhaka-1000",1,Contract_Awards_PDFs/Tender_932337.pdf,1,not documented in the supplied documents
winner address,"69/3, Road-7/A, 4th floor, Dhanmondi, Dhaka-1209","69/3, Road-7/A, 4th floor, Dhanmondi, Dhaka-1209",1,Contract_Awards_PDFs/Tender_935037.pdf,1,not documented in the supplied documents
winner address,"3/A, Kawran Bazar, Hasne Tower, Tejgaon, Dhaka-1215, Cell-01680575060","3/A, Kawran Bazar, Hasne Tower, Tejgaon, Dhaka-1215, Cell-01680575060",2,Contract_Awards_PDFs/Tender_935064.pdf,1,not documented in the supplied documents
winner address,"House No. 116 (10th Floor), Road No.11, Block-E, Banani, Dhaka-1213.","House No. 116 (10th Floor), Road No.11, Block-E, Banani, Dhaka-1213.",2,Contract_Awards_PDFs/Tender_935084.pdf,1,not documented in the supplied documents
winner address,"99, Motijheel Karim Chamber, Room No-702, 6th floor, Dhaka","99, Motijheel Karim Chamber, Room No-702, 6th floor, Dhaka",1,Contract_Awards_PDFs/Tender_935090.pdf,1,not documented in the supplied documents
winner address,"Laxmipur Ghoshmohol More, Rajpara, Rajshahi","Laxmipur Ghoshmohol More, Rajpara, Rajshahi",1,Contract_Awards_PDFs/Tender_935863.pdf,1,not documented in the supplied documents
work location,Rajuk Zonal Office-5,Rajuk Zonal Office-5,3,Contract_Awards_PDFs/Tender_936176.pdf,1,not documented in the supplied documents
work location,Rajuk Main Building,Rajuk Main Building,1,Contract_Awards_PDFs/Tender_936248.pdf,1,not documented in the supplied documents
work location,"Nirala to City Bypass Road, Khulna","Nirala to City Bypass Road, Khulna",1,Contract_Awards_PDFs/Tender_941420.pdf,1,not documented in the supplied documents
winner address,"Suite#4/A, Nakshi Homes, 6/1/A Topkhana Road, Segunbagicha,","Suite#4/A, Nakshi Homes, 6/1/A Topkhana Road, Segunbagicha,",1,Contract_Awards_PDFs/Tender_941420.pdf,1,not documented in the supplied documents
winner address,"335, Ramiz Villa, 2nd Floor, Segunbagicha, Dhaka-1000, Bangladesh.","335, Ramiz Villa, 2nd Floor, Segunbagicha, Dhaka-1000, Bangladesh.",1,Contract_Awards_PDFs/Tender_941511.pdf,1,not documented in the supplied documents
winner address,"Block# F, Road #4, House#33, Flat #6-B Banani, Dhaka","Block# F, Road #4, House#33, Flat #6-B Banani, Dhaka",1,Contract_Awards_PDFs/Tender_941603.pdf,1,not documented in the supplied documents
work location,"Halishahar, Cantonment, Chattogram","Halishahar, Cantonment, Chattogram",1,Contract_Awards_PDFs/Tender_943936.pdf,1,not documented in the supplied documents
winner address,"Azad Bhaban 6th Floor, Jamal Khan, ctg","Azad Bhaban 6th Floor, Jamal Khan, ctg",1,Contract_Awards_PDFs/Tender_943936.pdf,1,not documented in the supplied documents
work location,Hatirjheel area,Hatirjheel area,1,Contract_Awards_PDFs/Tender_944366.pdf,1,not documented in the supplied documents
work location,cda office building 4th floor Chattogram,cda office building 4th floor Chattogram,1,Contract_Awards_PDFs/Tender_945875.pdf,1,not documented in the supplied documents
winner address,"77, Nowab Sirajuddullah Road, Dewan Bazar, Kotwali, Chittagong.","77, Nowab Sirajuddullah Road, Dewan Bazar, Kotwali, Chittagong.",1,Contract_Awards_PDFs/Tender_945875.pdf,1,not documented in the supplied documents
work location,Hatirjheel Management Building & Surrounding Areas,Hatirjheel Management Building & Surrounding Areas,1,Contract_Awards_PDFs/Tender_948435.pdf,1,not documented in the supplied documents
winner address,"69-71, Mirpur Road (New Elephant Road), Multi Plan Center, Shop No: 201, Dhaka-1205.","69-71, Mirpur Road (New Elephant Road), Multi Plan Center, Shop No: 201, Dhaka-1205.",1,Contract_Awards_PDFs/Tender_948448.pdf,1,not documented in the supplied documents
winner address,"Preetam Zaman Tower (12th Floor), 37/2, Purana Paltan, Dhaka-1000.","Preetam Zaman Tower (12th Floor), 37/2, Purana Paltan, Dhaka-1000.",1,Contract_Awards_PDFs/Tender_948746.pdf,1,not documented in the supplied documents
work location,CoxDA Bhaban,CoxDA Bhaban,1,Contract_Awards_PDFs/Tender_951146.pdf,1,not documented in the supplied documents
winner address,"Alinagar, Barabkunda, Sitakunda","Alinagar, Barabkunda, Sitakunda",1,Contract_Awards_PDFs/Tender_954661.pdf,1,not documented in the supplied documents
winner address,"27 Sheik Mujib Road, Agrabad, Chittagong.","27 Sheik Mujib Road, Agrabad, Chittagong.",1,Contract_Awards_PDFs/Tender_957256.pdf,1,not documented in the supplied documents
district,Sirajganj,Sirajganj,1,Contract_Awards_PDFs/Tender_95841.pdf,1,not documented in the supplied documents
work location,Belkuchi,Belkuchi,1,Contract_Awards_PDFs/Tender_95841.pdf,1,not documented in the supplied documents
winner address,"Anderkotha para, Shajadpur, Sirajganj-6770","Anderkotha para, Shajadpur, Sirajganj-6770",1,Contract_Awards_PDFs/Tender_95841.pdf,1,not documented in the supplied documents
work location,"Shershah, Baizid, Chattogram.","Shershah, Baizid, Chattogram.",1,Contract_Awards_PDFs/Tender_959962.pdf,1,not documented in the supplied documents
winner address,"Azad Bhaban (6th floor), Jamal khan Road, Ctg.","Azad Bhaban (6th floor), Jamal khan Road, Ctg.",1,Contract_Awards_PDFs/Tender_959962.pdf,1,not documented in the supplied documents
work location,"Nikunja 2, Khilkhet, Dhaka-1229","Nikunja 2, Khilkhet, Dhaka-1229",1,Contract_Awards_PDFs/Tender_960601.pdf,1,not documented in the supplied documents
