tender_id,source_file,page,table_generation,lot_no,identification,location,security_amount_taka,security_amount_original,start_date,completion_date
727849,Tender Notice_PDFs/CDA_Tender_727849.pdf,1,lots_legacy,1,"Construction of retaining wall, Drain, Railway over pass,Road and hill slope protection work under the project of 'Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW""",Bayezid to Fauzdarhat,23000000,23000000,2022-11-01,2023-06-29
728810,Tender Notice_PDFs/CDA_Tender_728810.pdf,1,lots_legacy,01,Construction of Boundary Wall (with Electrification work) under the Project of â??Construction of 10 Storied Residential Building With One Semibasement at Dewanhatâ?�,Dewanhat Chattogram,40000,40000,2022-10-06,2022-12-29
730799,Tender Notice_PDFs/CDA_Tender_730799.pdf,1,lots_legacy,01,"SUPPLY, INSTALLATION, Testing & Commissioning of bed/stretcher Lift at Dewanhat Apartment Complex, Chattogram",Dewanhat,110000,110000,2022-11-01,2022-12-29
731173,Tender Notice_PDFs/CDA_Tender_731173.pdf,1,lots_legacy,01,"Construction of main gate and other related work of CDA Hill, Chattogram.",CDA Hill Chattogram,21500,21500,2022-10-30,2023-04-30
733123,Tender Notice_PDFs/CDA_Tender_733123.pdf,2,lots_legacy,1,Procurement of GIS Hardware & Software and Satellite Images & Image Processing Software for Preparation of Chattogram Metropolitan Master Plan (Period: 2020-2041) Project.,"CDA, Chattogram",210000,210000,2022-11-01,2023-01-31
735107,Tender Notice_PDFs/CDA_Tender_735107.pdf,1,lots_legacy,01,Construction of Bakalia Access Road from Sirajuddaula Road to Shah Amanat Bridge Connecting Road (Bakalia Access) Chittagong & Ancillary Work. Lot-03 (Civil Work),"Chandanpura,bakalia",3500000,3500000,2022-11-06,2023-06-29
736874,Tender Notice_PDFs/CDA_Tender_736874.pdf,1,lots_legacy,01,Electrification Work of Bakalia Access Road from Sirajuddaula Road to Shah Amanat Bridge Connecting Road (Bakalia Access).,"Chandanpura,bakalia",175000,175000,2022-11-15,2023-06-29
745109,Tender Notice_PDFs/CDA_Tender_745109.pdf,2,lots_legacy,1,Procurement of GIS Hardware & Software and Satellite Images & Image Processing Software for Preparation of Chattogram Metropolitan Master Plan (Period: 2020-2041) Project.,"CDA, Chattogram",210000,210000,2022-12-01,2023-01-31
748220,Tender Notice_PDFs/CDA_Tender_748220.pdf,1,lots_legacy,01,"Painting (Inner and outer wall),Other Miscellaneous repair & maintenance works at Mehedibag CDA Jame Mosque.","CDA Building, Court Road, Kotowali, Chattogram",148500,148500,2022-12-25,2023-03-26
749274,Tender Notice_PDFs/CDA_Tender_749274.pdf,1,lots_legacy,01,"Supply of Video Conference Camera, Bluetooth Speaker Mic, Expansion Speaker Mic, Smart QLED Panel, Mini PC, Online UPS, HDMI Cable & Installation at CDA.","CDA Building, Court Road, Kotowali, Chattogram",38000,38000,2022-12-15,2023-02-28
755321,Tender Notice_PDFs/CDA_Tender_755321.pdf,1,lots_legacy,1,"Construction of retaining wall, Drain, Railway over pass, Road and hill slope protection work under the project of 'Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW""",Baizid Boastami Road,23000000,23000000,2023-01-05,2023-06-26
765097,Tender Notice_PDFs/CDA_Tender_765097.pdf,1,lots_legacy,1,"Renovation of drivers waiting room and other related works at CDA Building, Chattogram",CDA Building Kotowali Chattogram,25000,25000,2023-04-02,2023-07-30
773275,Tender Notice_PDFs/CDA_Tender_773275.pdf,1,lots_legacy,01,"Construction of main gate and other related work of CDA Hill, Chattogram.",CDA Hill Chattogram,21500,21500,2023-04-02,2023-07-30
775105,Tender Notice_PDFs/CDA_Tender_775105.pdf,1,lots_legacy,1,"Construction of Road, Retaining wall, Slop Protection work, Bridge, Regulator, Walkway and other related work under the project ""Construction of Road along the bank of Karnafully River from Kalurghat Bridge to Chaktai khal.""",Chattogram City Corporation Area,244565515,244565515,2023-04-10,
780102,Tender Notice_PDFs/CDA_Tender_780102.pdf,1,lots_legacy,1,"Supply of Video Conference Camera, Bluetooth Speaker Mic, Expansion Speaker Mic, Smart QLED Panel, Video Conference Control Unit, Online UPS, HDMI Cable & Installation at CDA.","CDA Building, Court Road, Kotowali, Chattogram",38000,38000,2023-04-06,2023-05-07
781266,Tender Notice_PDFs/CDA_Tender_781266.pdf,1,lots_legacy,1,"Construction of retaining wall, Drain, Railway over pass, Road and hill slope protection work under the project of 'Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW""",Baizid Boastami Road,23000000,23000000,2023-02-23,2023-06-28
786407,Tender Notice_PDFs/CDA_Tender_786407.pdf,1,lots_legacy,01,Construction of boundary wall in sorrounding of CDA plot and other works at Saltgola Crossing Moor.,Saltgola Crossing Moor Chattogram,234500,234500,2023-03-15,2023-06-15
791688,Tender Notice_PDFs/CDA_Tender_791688.pdf,1,lots_legacy,01,"Fire Fighting & Related Works at CDA Dewanhat Apartment Complex, Chattogram.",Dewanhat,75000,75000,2023-03-15,2023-06-27
809857,Tender Notice_PDFs/CDA_Tender_809857.pdf,1,lots_legacy,1,"Cost Estimation for Supply of Computer Accessories (Desktop Computer, Laser Printer, Scanner, Photocopier, UPS & Multiplug etc.) for CDA, Chatttogram.",CDA Building,52000,52000,2023-04-27,2023-05-28
815786,Tender Notice_PDFs/CDA_Tender_815786.pdf,1,lots_legacy,01,Real Time Inspection Monitoring System,"MIS Dept, CDA",86000,86000,2023-06-15,2023-08-14
824096,Tender Notice_PDFs/CDA_Tender_824096.pdf,1,lots_legacy,01,"Construction of Boundary wall, gate & ancillary works of Sunpack industry adjacent Dewanhat apt.",Dewanhat,100000,100000,2023-06-01,2023-08-31
836329,Tender Notice_PDFs/CDA_Tender_836329.pdf,1,lots_legacy,1,"Cost Estimation for Supply of Computer Accessories (Desktop Computer, Laser Printer, Scanner, Photocopier, UPS & Multiplug etc.) for CDA, Chatttogram.","CDA Building, Court Road, Kotowali, Chattogram",54000,54000,2023-06-15,2023-07-13
840372,Tender Notice_PDFs/CDA_Tender_840372.pdf,1,lots_legacy,01,"Annual Repairing and maintenance and other related workds upto level-4 at CDA Biponi Bitan B Block, Chattogram","CDA Building, Kotowali, Chattogram",65500,65500,2023-08-01,2024-02-04
844951,Tender Notice_PDFs/CDA_Tender_844951.pdf,1,lots_legacy,01,"Construction of Living facility for khadem, place for Janaza, making and installation of wooden cabinet as well as other works at Mehedibag CDA Jame Mosque.","CDA Building, Court Road, Kotowali, Chattogram",123000,123000,2023-08-16,2023-10-17
848555,Tender Notice_PDFs/CDA_Tender_848555.pdf,1,lots_legacy,1,"Providing street light under the project of 'Construction of Link Road from Dhaka Trunk Road to Baizid Boastami Road including Loop Road at the outer periphery of AUW""",Bayezid to Fauzdarhat,1550000,1550000,2023-08-03,2023-12-28
851858,Tender Notice_PDFs/CDA_Tender_851858.pdf,1,lots_legacy,01,civil engineering work,"Charpatharghata, Bridgeghat",550000,550000,2023-08-08,2024-02-07
851863,Tender Notice_PDFs/CDA_Tender_851863.pdf,1,lots_legacy,01,"Herring bond brick work at CDA Silimpur Residential Area, Chattogram (Lot-1).",CDA Silimpur Residential Area,80000,80000,2023-08-31,2024-02-29
851864,Tender Notice_PDFs/CDA_Tender_851864.pdf,1,lots_legacy,01,"Repair & Maintains of road and other related works at CDA Silimpur Residential Area, Chattogram (Lot-3).","CDA Silimpur Residential Area, Chattogram",360000,360000,2023-08-31,2024-02-29
851865,Tender Notice_PDFs/CDA_Tender_851865.pdf,1,lots_legacy,01,"Repair & Maintains of Road and other Related works at CDA Silimpur Residential area, Chattogram (Lot-2).","CDA Silimpur Residential area, Chattogram",360000,360000,2023-08-31,2024-02-29
862601,Tender Notice_PDFs/CDA_Tender_862601.pdf,1,lots_legacy,01,"Supply, Installation, Testing and Commissioning of Sewage Treatment Plant (STP) and Water Treatment Plant & Ancillary Works for â??CDA SQUAREâ?� Under CDA.","Nasirabad, Chattogram",150000,150000,2023-12-18,2024-06-20
862635,Tender Notice_PDFs/CDA_Tender_862635.pdf,1,lots_legacy,01,"Supply, Installation, Testing & Commissioning of Lift at CDA SQUARE Project.","Nasirabad, Chattogram.",700000,700000,2023-09-26,2024-03-25
863109,Tender Notice_PDFs/CDA_Tender_863109.pdf,1,lots_legacy,01,"Construction of Boundary Wall, Road Work & Ancillary Work at CDA SQUARE Project.","Nasirabad, Chattogram",600000,600000,2023-09-20,2024-03-21
863116,Tender Notice_PDFs/CDA_Tender_863116.pdf,1,lots_legacy,01,Installation of 2 Nos Deep Tube-well at Construction of CDA SQUARE Project.,"Nasirabad, Chattogram",125000,125000,2023-09-21,2024-04-21
865569,Tender Notice_PDFs/CDA_Tender_865569.pdf,1,lots_legacy,01,"Vertical extension of Boundary wall and roof treatment of Building No-11 with other related work at Mehedibag CDA staff Quarte, Chattogram.",Mehedibag CDA staff Quarte Chattogram,112500,112500,2023-11-01,2023-11-30
867632,Tender Notice_PDFs/CDA_Tender_867632.pdf,1,lots_legacy,01,"Construction of tunnel junction at Patenga, connecting / via-duct of CEPZ and remaining work of Ring Road.","Patenga, CEPZ",121564000,121564000,2023-11-30,2024-12-31
868908,Tender Notice_PDFs/CDA_Tender_868908.pdf,1,lots_legacy,01,"Renovation of Dormatory & Pump house extension and other related works at CDA Building, Chattogram.",CDA Building Kotowali Chattogram,55000,55000,2023-11-01,2023-12-31
894645,Tender Notice_PDFs/CDA_Tender_894645.pdf,1,lots_legacy,1,Maintenance work of CDA Bahaddarhat regional bus terminal internal HBB road.,Bahaddarhat Regional Bus Terminal,225000,225000,2023-12-03,2024-03-05
909179,Tender Notice_PDFs/CDA_Tender_909179.pdf,1,lots_legacy,01,"Supplying, installation, testing & commissioning of Digital PABX system & CCTV system at CDA Dewanhat Apartment.",Dewanhat,85000,85000,2023-12-20,2024-03-19
909193,Tender Notice_PDFs/CDA_Tender_909193.pdf,1,lots_legacy,01,"Supply, Installation, Testing & Commissioning of 2500 KVA SUB-STATION, BBT System work at CDA SQUARE Project.","Nasirabad, Chattogram",1600000,1600000,2023-12-31,2024-06-30
909196,Tender Notice_PDFs/CDA_Tender_909196.pdf,1,lots_legacy,01,"Fire Fighting & Related Works (Remaining Works) at CDA Dewanhat Apartment Complex, Chattogram.","Dewanhat, Chattogram",170000,170000,2023-12-19,2024-12-18
909308,Tender Notice_PDFs/CDA_Tender_909308.pdf,1,lots_legacy,01,"Supply, Installation, Testing & Commissioning of 2x400 KVA Diesel Generator & Solar Panel System Work at CDA SQUARE Project.","Nasirabad, Chattogram",650000,650000,2023-12-27,2024-06-26
91142,Tender Notice_PDFs/CDA_Tender_91142.pdf,1,lots_legacy,e- TENDER:pd/shishukanonschool/e- 29,Construction of 02( two) storied building with 05 (five) storied foundation of CDA Mehedibaag shishu kanon kindergarten school.,CDA Mehedibag Staff Quartter Chittagong,500000,500000,2017-05-03,2018-05-02
917088,Tender Notice_PDFs/CDA_Tender_917088.pdf,1,lots_legacy,01,"Construction of Two Storied Mosque Building, RCC Retaining Wall & Culvert at Resettlement Site-2 under CCORRP","North Patenga, South Patenga",4000000,4000000,2024-02-01,2024-12-31
917456,Tender Notice_PDFs/CDA_Tender_917456.pdf,1,lots_legacy,01,"Installation of Street Lights on the main road of the project named ""Chittagong Citiy Outer Ring Road Project""","Patenga, CEPZ, Halishohor, Kattoli",2338000,2338000,2024-02-15,2024-11-28
918775,Tender Notice_PDFs/CDA_Tender_918775.pdf,1,lots_legacy,01,"Supply And Installation of Central AC System Including all required equipment and accessories at ""CDA Saltgola Shopping Mall""","Saltgola, Chattogram",2080000,2080000,2024-01-09,2024-04-08
924201,Tender Notice_PDFs/CDA_Tender_924201.pdf,1,lots_legacy,1,"Maintenance and support work for IT system in CDA (Enrgg, Accounts & MIS)",CDA Building,104000,104000,2024-01-25,2026-02-25
943936,Tender Notice_PDFs/CDA_Tender_943936.pdf,1,lots_legacy,01,"Maintenance work of roads from Helipad to Multipurpose training shed, other connecting road from different structures etc. at Halishahar cantonment area.","Halishahar, Cantonment, Chattogram",700000,700000,2024-03-24,2024-04-30
944909,Tender Notice_PDFs/CDA_Tender_944909.pdf,1,lots_legacy,01,"Supply, Installation, Testing & Commissioning of 2x400 KVA Diesel Generator & Solar Panel System Work at CDA SQUARE Project.","Nasirabad, Chattogram",650000,650000,2024-03-24,2024-06-30
945416,Tender Notice_PDFs/CDA_Tender_945416.pdf,1,lots_legacy,1,"Renovation of Dormitory & Pump house extension and other related works at CDA Building, Chattogram.","CDA Building, Court Road, Kotowali, Chattogram",54000,54000,2024-02-29,2024-03-31
945875,Tender Notice_PDFs/CDA_Tender_945875.pdf,1,lots_legacy,01,"Construction of store room for planning division and toilet block at cda office building(4th floor), Chattogram.",cda office building 4th floor Chattogram,33800,33800,2024-03-18,2024-04-21
954661,Tender Notice_PDFs/CDA_Tender_954661.pdf,1,lots_legacy,01,Supply & Installing Reticulation System & Supplying LPG Gas Connection Work at CDA SQUARE Project.,"Nasirabad, Chattogram",70000,70000,2024-03-24,2024-06-27
959962,Tender Notice_PDFs/CDA_Tender_959962.pdf,1,lots_legacy,1,Development Work of Shahid Nahid Ahmed Sohel Smriti Road,"Shershah, Baizid, Chattogram.",3010000,3010000,2024-05-02,2025-05-06
965239,Tender Notice_PDFs/CDA_Tender_965239.pdf,1,lots_legacy,01,"Supply Fittings and Fixing Of Tempered Glass swing door, Glass Curtain Wall with S.S, M.S and Aluminium Frame at CDA Saltgola Shopping Mall, Chattogram.",Saltgola Chattogram,73000,73000,2024-04-16,2024-05-01
968867,Tender Notice_PDFs/CDA_Tender_968867.pdf,1,lots_legacy,1,Preparation of Video Documentary for CDA Development success story,"CDA Building, Court Road, Kotowali, Chattogram",45500,45500,2024-04-18,2024-05-15
971997,Tender Notice_PDFs/CDA_Tender_971997.pdf,1,lots_legacy,1,1,CDA Hill Chattogram,234700,234700,2024-05-20,2024-06-30
993983,Tender Notice_PDFs/CDA_Tender_993983.pdf,1,lots_legacy,1,"Construction of 4-storied Office Building and Ancillary works against compensation for damaged Land and Structure of Bangladesh Navy under the project ""Construction of Elevated Expressway from Lalkhan Bazar to Sha-Amanat Airport in Chattogram Town""",Chattogram,1400000,1400000,2024-09-04,2025-04-10
993988,Tender Notice_PDFs/CDA_Tender_993988.pdf,1,lots_legacy,1,Supply of Printing Items at CDA,"CDA Building, Court Road, Kotowali, Chattogram",35000,35000,2024-11-07,2024-12-26
993999,Tender Notice_PDFs/CDA_Tender_993999.pdf,1,lots_legacy,1,Supply of Staff Liveries,"CDA Building, Court Road, Kotowali, Chattogram",34000,34000,2024-11-07,2024-12-26
995096,Tender Notice_PDFs/CDA_Tender_995096.pdf,1,lots_legacy,1,Supply of Furniture at CDA,"CDA Building, Court Road, Kotowali, Chattogram",34000,34000,2024-11-13,2024-12-26
99692,Tender Notice_PDFs/CDA_Tender_99692.pdf,1,lots_legacy,WD2,"Construction of 12 storied residential building with one semi basement including internal sanitary, water supply, gas connection, electrification & other services.",Dewanhat Junction,6200000,6200000,2017-07-30,2019-07-30
1016323,Tender Notice_PDFs/COXDA_Tender_1016323.pdf,1,lots_legacy,CoxDA/Rev/Works/OTM/OBMR/FY2024- 25,Maintenance and repair of CoxDA office building. FY2024-25,"CoxDA Bhaban, Coxsbazar",100000,100000,2024-11-07,2025-02-27
1016492,Tender Notice_PDFs/COXDA_Tender_1016492.pdf,1,lots_legacy,01,Supply & installation of speed boat spare parts of CoxDA. (FY 2024-2025),Coxs Bazar Sadar,2000,2000,2024-10-24,2024-11-28
1016870,Tender Notice_PDFs/COXDA_Tender_1016870.pdf,1,lots_legacy,01,"Supply & Installation of spare parts of Light Vehicles (Toyota Yaris, Mitsubishi ASX & Motorcycle) of CoxDA. (FY 2024-2025)",Coxs Bazar Sadar,5000,5000,2024-10-24,2024-11-28
1024374,Tender Notice_PDFs/COXDA_Tender_1024374.pdf,1,lots_legacy,1,"Supply of Goods and Related Service for Organizing Various Seminars by Coxâ??s Bazar Development Authority, Cox's Bazar. FY 2024-25",CoxsBazar,35000,35000,2024-11-14,2025-06-19
1024391,Tender Notice_PDFs/COXDA_Tender_1024391.pdf,1,lots_legacy,1,"Supply, Installation & Commissioning of Street Lights in Kutubdia Upazilla of Coxs Bazar District. FY 2024-25",Kutubdia Upazilla,45000,45000,2024-12-01,2025-06-19
1024467,Tender Notice_PDFs/COXDA_Tender_1024467.pdf,1,lots_legacy,1,Purchasing of Cleaning Materials for Cox's Bazar Development Authority. FY 2024-25.,Coxs Bazar,30000,30000,2024-11-17,2025-06-19
1024517,Tender Notice_PDFs/COXDA_Tender_1024517.pdf,1,lots_legacy,01,"Procurement of Various Parts of CoxDA Heavy Vehicles, Generator, Air Cooler & Fire Pump for Repair and Maintenance. (FY 2024-2025)",Coxs Bazar Sadar,34000,34000,2024-11-05,2024-12-19
1024525,Tender Notice_PDFs/COXDA_Tender_1024525.pdf,2,lots_legacy,01,Procurement and Repair of CoxDA Furniture (FY 2024-2025),Coxs Bazar Sadar,27000,27000,2024-12-05,2024-12-31
1024741,Tender Notice_PDFs/COXDA_Tender_1024741.pdf,1,lots_legacy,01,Supply & installation of Veroius Goods for the Celebration of National Days of CoxDA> (FY 2024-25,Coxs Bazar Sadar,32000,32000,2024-11-20,2024-12-26
1024787,Tender Notice_PDFs/COXDA_Tender_1024787.pdf,1,lots_legacy,CoxDA/Rev/Goods/OTM/EE/FY2024- 25,Purchases of engineering tools and other equipment. FY2024-25,"CoxDA Bhaban, Coxsbazar",25000,25000,2024-11-24,2024-12-26
1024807,Tender Notice_PDFs/COXDA_Tender_1024807.pdf,1,lots_legacy,CoxDA/Rev/Goods/OTM/Com/FY2024- 25,Purchases of Computers and other equipment. FY2024-25,"CoxDA Bhaban, Coxsbazar",100000,100000,2024-11-21,2024-12-23
1024943,Tender Notice_PDFs/COXDA_Tender_1024943.pdf,1,lots_legacy,01,Supply of Gift Items for Cox's Bazar Development Authority at Cox's Bazar. (FY 2024-25),Coxs Bazar Development Authority,58500,58500,2024-11-20,2024-12-31
1024948,Tender Notice_PDFs/COXDA_Tender_1024948.pdf,1,lots_legacy,01,Supply of different Stationery Items for Cox's Bazar Development Authority at Cox's Bazar. (FY 2024-25),Coxs Bazar Development Authority,52000,52000,2024-11-20,2024-12-31
