tender_id,notice_file,notice_pages,ministry,ministry_id,agency,agency_id,procuring_entity,procuring_entity_id,procuring_entity_code,district,district_original,city,thana,country,phone,procurement_nature,procurement_type,event_type,invitation_for,invitation_ref,status,status_original,app_id,method,budget_type,source_of_funds,development_partner,project_code,project,project_id,package_no,package_description,category,evaluation_type,document_price_taka,document_price_original,payment_mode,published_date,last_selling_date,premeeting_start,premeeting_end,closing_date,opening_date,security_last_date,security_valid_until,tender_valid_until,inviting_officer,inviting_officer_id,inviting_officer_designation,lots,eligibility_source_field,eligibility_page,eligibility_chars,eligibility_clauses,eligibility_numbering,eligibility_published,eligibility_substantive,eligibility_categories,amended,amendment_no,amendment_no_printed,amendment_changed_fields,eligibility_amended
1215677,Tender Notice_PDFs/RAJUK_Tender_1215677.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9552663,Goods,NCT,TENDER,Tender - Single Lot,Rajuk/Electrical-1/25/G-05,Contract Awarded,Contract Awarded,209082,Open Tendering Method (OTM),Own Fund,Own fund,,RJK/Elec/Com and Asse.,"Computer, Office Accessiories and Parts Purchage.",pr0021,Rajuk/Electrical-1/25/G-05,Supply & Installation of Digital Photocopy Machine in Different Section of Rajuk.,"Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2026-02-02,2026-02-17,2026-02-02,2026-02-10,2026-02-18,2026-02-18,2026-02-18,2026-07-16,2026-06-18,MOHAMMAD NAZMUS SAKIB JAMALI,pp0007,Sup. Eng. (Elec.),1,eligibility,1,1243,8,(a),yes,yes,brand_model;cert_bin;cert_other;cert_tin;cert_trade_licence;cert_vat;equipment;experience_general;financial_credit;financial_liquid;geographic;other,no,,,,no
122105,Tender Notice_PDFs/RAJUK_Tender_122105.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Chief Engineer (Implementation),og0032,CE-01,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9559386,Works,NCT,TENDER,Tender - Single Lot,Rajuk/North Dhaka/P-8,Re-Tendered,Re-Tendered,62062,Open Tendering Method (OTM),Own Fund,Own fund,,UTR1&2,Uttara Resedential Area 1st and 2nd Phase,pr0054,Rajuk/North Dhaka/P-8,Providing Security Service work of several office of RAJUK kancha Bazar Bhaban at Ground 2nd and 3rd floor at sector-6 and staff quarter of RAJUK at Sector 3 & 6.,Private households with employed persons; Services of commercial and industrial workers;Services of commercial workers;Services of industrial workers;Manpower services;Domestic services,Lot wise,1000,1000,Payment through Bank,2017-12-06,2017-12-27,2017-12-07,2017-12-14,2017-12-28,2017-12-28,2017-12-28,2018-05-25,2018-04-27,Md. Anwar Hossain,pp0025,"Chief Engineer, Implementation",1,eligibility,1,941,6,(a),yes,yes,experience_count;financial_credit;financial_liquid;financial_turnover;geographic;other;personnel,no,,,,no
1222794,Tender Notice_PDFs/RAJUK_Tender_1222794.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9552663,Works,NCT,TENDER,Tender - Single Lot,RAJUK/Electrical-2/26/W-01,Live,Live,207178,Open Tendering Method (OTM),Own Fund,Own fund,,Xen/Electrical/Repair and,Lift and Electrical Equipement Repare maintenance1819,pr0098,RAJUK/Electrical-2/26/W-01,"01(One) year Operation, Servicing & Maintenance of 02(Two) Nos. 1600 Kg Passenger Lifts at RAJUK Mohakhali URP Building.","Repair, maintenance and installation services;Repair, maintenance and associated services of vehicles and related equipment;Repair and maintenance services of motor vehicles and associated equipment;Demolition services of vehicles;Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;Repair, maintenance and associated services related to aircraft and other equipment;Repair, maintenance and associated services related to railways and other equipment;Repair, maintenance and associated services related to roads and other equipment;Repair, maintenance and associated services related to marine and other equipment;Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment;Maintenance and repair of office machinery;Repair and maintenance services of personal computers;Maintenance services of telecommunications equipment;Repair and maintenance services of audio-visual and optical equipment;Repair and maintenance services of medical and precision equipment;Repair and maintenance services of measuring, testing and checking apparatus;Repair and maintenance services of medical and surgical equipment;Repair and maintenance services of precision equipment;Repair and maintenance services for pumps, valves, taps and metal containers and machinery;Repair and maintenance services of pumps, valves, taps and metal containers;Repair and maintenance services of machinery;Repair and maintenance services of building installations;Repair and maintenance services of electrical and mechanical building installations;Repair and maintenance services of central heating;Repair and maintenance services of cooler groups;Repair and maintenance services of escalators;Lift-maintenance services;Miscellaneous repair and maintenance services;Repair services of jewellery;Repair services of leather personal goods;Repair services of garments and textiles;Repair and maintenance services of weapons and weapon systems;Repair and maintenance services of furniture;Repair and maintenance services of musical instruments;Repair and maintenance services of playground equipment;Repair and maintenance services of hotel and restaurant equipment;Installation services;Installation services of electrical and mechanical equipment;Installation services of equipment for measuring, checking, testing and navigating;Installation services of communications equipment;Installation services of medical and surgical equipment;Installation services of machinery and equipment;Installation services of computers and office equipment;Installation services of metal containers",Lot wise,1000,1000,Payment through Bank,2026-06-28,2026-07-19,2026-06-29,2026-07-07,2026-07-20,2026-07-20,2026-07-20,2026-11-15,2026-10-18,MOHAMMAD NAZMUS SAKIB JAMALI,pp0007,Sup. Eng. (Elec.),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
1222799,Tender Notice_PDFs/RAJUK_Tender_1222799.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9552663,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/Electrical-2/26/G-01,Being processed,Being processed,218711,Open Tendering Method (OTM),Own Fund,Own fund,,RAJUK/REV/CCTV,"Instalation of CCTV, Solar, PABX",pr0012,RAJUK/Electrical-2/26/G-01,"Supply, Installation, Testing & Commissioning of 58 KWP Solar System For Newly Built 10 Storied URP Building under Urban","Electrical machinery, apparatus, equipment and consumables; Electric motors, generators and transformers; Electricity distribution and control apparatus; Insulated wire and cable; Accumulators, primary cells and primary batteries; Lighting equipment and electric lamps; Electrical equipment and apparatus; Electronic, electromechanical and electrotechnical supplies;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Primary cells;Primary batteries;Electric accumulators;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,2500,2500,Payment through Bank,2026-04-22,2026-05-13,2026-04-22,2026-04-30,2026-05-14,2026-05-14,2026-05-14,2026-09-09,2026-08-12,MOHAMMAD NAZMUS SAKIB JAMALI,pp0007,Sup. Eng. (Elec.),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
1225895,Tender Notice_PDFs/RAJUK_Tender_1225895.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Gulshan-Banani-Baridhara Lake Development Project,og0037,,Dhaka,Dhaka,Dhaka,Dhaka North City Corporation,Bangladesh,02-9559386,Works,NCT,TENDER,Tender - Single Lot,RAJUK/PD/GBBL/RCW-1,Contract Awarded,Contract Awarded,217888,Open Tendering Method (OTM),Own Fund,Own fund,,8080,Gulshan-Banani-Baridhara Lake Development,pr0039,RAJUK/PD/GBBL/RCW-1,Repair and Construction of walkways along the eastern and western banks of the Gulshan-Banani lake from the Niketon Bridge to the Banani Graveyard (Package # RCW-01).,"Repair, maintenance and associated services related to roads and other equipment; Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;",Lot wise,4000,4000,Payment through Bank,2026-02-09,2026-02-25,2026-02-10,2026-02-19,2026-02-26,2026-02-26,2026-02-26,2026-06-24,2026-05-27,Saber Ahmed,pp0001,PD ( Gulshan-Banani-Baridhara Lake,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
1225896,Tender Notice_PDFs/RAJUK_Tender_1225896.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Gulshan-Banani-Baridhara Lake Development Project,og0037,,Dhaka,Dhaka,Dhaka,Dhaka North City Corporation,Bangladesh,02-9559386,Works,NCT,TENDER,Tender - Single Lot,RAJUK/PD/GBBL/RCW-2,Contract Awarded,Contract Awarded,217888,Open Tendering Method (OTM),Own Fund,Own fund,,8080,Gulshan-Banani-Baridhara Lake Development,pr0039,RAJUK/PD/GBBL/RCW-2,Repair and Construction of walkways along the eastern and western banks of the Gulshan-Baridhara lake from the Shooting club of Gulshan-01 to the North end of Baridhara Lake (Package # RCW-02).,"Repair, maintenance and associated services related to roads and other equipment; Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;",Lot wise,4000,4000,Payment through Bank,2026-02-09,2026-03-01,2026-02-10,2026-02-19,2026-03-02,2026-03-02,2026-03-02,2026-06-28,2026-05-31,Saber Ahmed,pp0001,PD ( Gulshan-Banani-Baridhara Lake,1,eligibility,1,11,1,unnumbered,no,no,deferred,yes,1,1,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,no
1232699,Tender Notice_PDFs/RAJUK_Tender_1232699.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9552663,Works,NCT,TENDER,Tender - Single Lot,RAJUK/ELEC/Lift Repair,Being processed,Being processed,218677,Open Tendering Method (OTM),Own Fund,Own fund,,RAJUK/ELEC/Lift Repair,Lift Repair,pr0037,RAJUK/Electrical-1/26/W-01,"2 (Two) Years Servicing, Operation & Maintenance of 02 Nos Passenger Lift at Rajuk Officers Qrarter.","Repair, maintenance and installation services; Repair, maintenance and associated services of vehicles and related equipment; Repair and maintenance services of motor vehicles and associated equipment; Demolition services of vehicles; Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment; Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment; Maintenance and repair of office machinery; Repair and maintenance services of personal computers; Maintenance services of telecommunications equipment; Repair and maintenance services of audio-visual and optical equipment; Repair and maintenance services of medical and precision equipment; Repair and maintenance services of measuring, testing and checking apparatus; Repair and maintenance services of medical and surgical equipment; Repair and maintenance services of precision equipment; Repair and maintenance services for pumps, valves, taps and metal containers and machinery; Repair and maintenance services of pumps, valves, taps and metal containers; Repair and maintenance services of machinery; Repair and maintenance services of building installations; Repair and maintenance services of electrical and mechanical building installations; Repair and maintenance services of central heating; Repair and maintenance services of cooler groups; Repair and maintenance services of escalators; Lift- maintenance services; Miscellaneous repair and maintenance services; Repair services of jewellery; Repair services of leather personal goods; Repair services of garments and textiles; Repair and maintenance services of weapons and weapon systems; Repair and maintenance services of furniture; Repair and maintenance services of musical instruments; Repair and maintenance services of playground equipment; Repair and maintenance services of hotel and restaurant equipment; Installation services;Repair, maintenance and associated services related to aircraft and other equipment;Repair, maintenance and associated services related to railways and other equipment;Repair, maintenance and associated services related to roads and other equipment;Repair, maintenance and associated services related to marine and other equipment;Installation services of electrical and mechanical equipment;Installation services of equipment for measuring, checking, testing and navigating;Installation services of communications equipment;Installation services of medical and surgical equipment;Installation services of machinery and equipment;Installation services of computers and office equipment;Installation services of metal containers",Lot wise,1000,1000,Payment through Bank,2026-04-23,2026-05-13,2026-04-23,2026-04-30,2026-05-14,2026-05-14,2026-05-14,2026-09-09,2026-08-12,MOHAMMAD NAZMUS SAKIB JAMALI,pp0007,Sup. Eng. (Elec.),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
1234620,Tender Notice_PDFs/RAJUK_Tender_1234620.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9552663,Works,NCT,TENDER,Tender - Single Lot,RAJUK/REV/CCTV,Being processed,Being processed,218711,Open Tendering Method (OTM),Own Fund,Own fund,,RAJUK/REV/CCTV,"Instalation of CCTV, Solar, PABX",pr0012,RAJUK/Electrical-2/26/W-02,Yearly Service & Maintenance of CCTV and PABX System for RAJUK Main and Annex Building.,"Electrical equipment and apparatus; Electrical machinery, apparatus, equipment and consumables;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories",Lot wise,1000,1000,Payment through Bank,2026-04-22,2026-05-13,2026-04-22,2026-04-30,2026-05-14,2026-05-14,2026-05-14,2026-09-09,2026-08-12,MOHAMMAD NAZMUS SAKIB JAMALI,pp0007,Sup. Eng. (Elec.),1,eligibility,1,1473,9,(a),yes,yes,cert_bin;cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic,no,,,,no
1234622,Tender Notice_PDFs/RAJUK_Tender_1234622.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Electrical),og0011,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9552663,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/ELEC/Other equipment,Being processed,Being processed,215920,Open Tendering Method (OTM),Own Fund,Own fund,,RAJUK/ELEC/Other equipment,Other equipment and accessories,pr0027,RAJUK/Electrical-1/26/G-01,Supply & Installation of Audio Video Conference System of RAJUK Bhaban.,"Office and computing machinery, equipment and supplies;Office machinery, equipment and supplies except computers;Word- processing machines;Photocopying and printing equipment;Post-office equipment;Calculating and accounting machines;Typewriters;Parts and accessories of typewriters and calculating machines;Various office equipment and supplies;Computer equipment and supplies;Data-processing machines;Digital cartography equipment;Computer hardware;Software;Computer systems;Servers",Lot wise,2500,2500,Payment through Bank,2026-04-22,2026-05-13,2026-04-22,2026-04-30,2026-05-14,2026-05-14,2026-05-14,2026-10-09,2026-09-11,MOHAMMAD NAZMUS SAKIB JAMALI,pp0007,Sup. Eng. (Elec.),1,eligibility,1,11,1,unnumbered,no,no,deferred,yes,1,1 Correction of 20.1 (k) any other document as specified in the TDS.,,no
1240321,Tender Notice_PDFs/RAJUK_Tender_1240321.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Mechanical),og0008,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9588524,Works,NCT,TENDER,Tender - Single Lot,SEMECH-W2,,,188649,Open Tendering Method (OTM),Own Fund,Own fund,,Xen/Mechanical-1/Repair & Maintenance,Repair Maintenance of Heavy Machinery & Equipment,pr0004,SEMECH-W2,"Supply, fitting and fixing of hydraulic jug cylinder kit, gear box assembly, solenoid valve, hydraulic hose pipe and Repairing of verious parts of wheel excavator-03 of RAJUK.","Repair, maintenance and installation services;Repair, maintenance and associated services of vehicles and related equipment;Repair and maintenance services of motor vehicles and associated equipment;Demolition services of vehicles;Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;Repair, maintenance and associated services related to aircraft and other equipment;Repair, maintenance and associated services related to railways and other equipment;Repair, maintenance and associated services related to roads and other equipment;Repair, maintenance and associated services related to marine and other equipment;Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment;Maintenance and repair of office machinery;Repair and maintenance services of personal computers;Maintenance services of telecommunications equipment;Repair and maintenance services of audio-visual and optical equipment;Repair and maintenance services of medical and precision equipment;Repair and maintenance services of measuring, testing and checking apparatus;Repair and maintenance services of medical and surgical equipment;Repair and maintenance services of precision equipment;Repair and maintenance services for pumps, valves, taps and metal containers and machinery;Repair and maintenance services of pumps, valves, taps and metal containers;Repair and maintenance services of machinery;Repair and maintenance services of building installations;Repair and maintenance services of electrical and mechanical building installations;Repair and maintenance services of central heating;Repair and maintenance services of cooler groups;Repair and maintenance services of escalators;Lift-maintenance services;Miscellaneous repair and maintenance services;Repair services of jewellery;Repair services of leather personal goods;Repair services of garments and textiles;Repair and maintenance services of weapons and weapon systems;Repair and maintenance services of furniture;Repair and maintenance services of musical instruments;Repair and maintenance services of playground equipment;Repair and maintenance services of hotel and restaurant equipment;Installation services;Installation services of electrical and mechanical equipment;Installation services of equipment for measuring, checking, testing and navigating;Installation services of communications equipment;Installation services of medical and surgical equipment;Installation services of machinery and equipment;Installation services of computers and office equipment;Installation services of metal containers",Lot wise,1000,1000,Payment through Bank,2026-04-01,2026-04-15,2026-04-02,2026-04-09,2026-04-16,2026-04-16,2026-04-16,2026-08-12,2026-07-15,Sabbir Bin Taher,pp0005,Sup. Eng. (Mechanical),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
1240322,Tender Notice_PDFs/RAJUK_Tender_1240322.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Mechanical),og0008,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9588524,Works,NCT,TENDER,Tender - Single Lot,SEMECH-W3,,,188649,Open Tendering Method (OTM),Own Fund,Own fund,,Xen/Mechanical-1/Repair & Maintenance,Repair Maintenance of Heavy Machinery & Equipment,pr0004,SEMECH-W3,"Supply, fitting and fixing of air controllers, brake boosters Hydraulic hose pipe, tri-clamps and other equipment and Repairing of AC and other parts of Dump Truck-2 of RAJUK.","Repair, maintenance and installation services;Repair, maintenance and associated services of vehicles and related equipment;Repair and maintenance services of motor vehicles and associated equipment;Demolition services of vehicles;Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;Repair, maintenance and associated services related to aircraft and other equipment;Repair, maintenance and associated services related to railways and other equipment;Repair, maintenance and associated services related to roads and other equipment;Repair, maintenance and associated services related to marine and other equipment;Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment;Maintenance and repair of office machinery;Repair and maintenance services of personal computers;Maintenance services of telecommunications equipment;Repair and maintenance services of audio-visual and optical equipment;Repair and maintenance services of medical and precision equipment;Repair and maintenance services of measuring, testing and checking apparatus;Repair and maintenance services of medical and surgical equipment;Repair and maintenance services of precision equipment;Repair and maintenance services for pumps, valves, taps and metal containers and machinery;Repair and maintenance services of pumps, valves, taps and metal containers;Repair and maintenance services of machinery;Repair and maintenance services of building installations;Repair and maintenance services of electrical and mechanical building installations;Repair and maintenance services of central heating;Repair and maintenance services of cooler groups;Repair and maintenance services of escalators;Lift-maintenance services;Miscellaneous repair and maintenance services;Repair services of jewellery;Repair services of leather personal goods;Repair services of garments and textiles;Repair and maintenance services of weapons and weapon systems;Repair and maintenance services of furniture;Repair and maintenance services of musical instruments;Repair and maintenance services of playground equipment;Repair and maintenance services of hotel and restaurant equipment;Installation services;Installation services of electrical and mechanical equipment;Installation services of equipment for measuring, checking, testing and navigating;Installation services of communications equipment;Installation services of medical and surgical equipment;Installation services of machinery and equipment;Installation services of computers and office equipment;Installation services of metal containers",Lot wise,1000,1000,Payment through Bank,2026-04-01,2026-04-15,2026-04-02,2026-04-09,2026-04-16,2026-04-16,2026-04-16,2026-08-12,2026-07-15,Sabbir Bin Taher,pp0005,Sup. Eng. (Mechanical),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
1240323,Tender Notice_PDFs/RAJUK_Tender_1240323.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Mechanical),og0008,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9588524,Goods,NCT,TENDER,Tender - Single Lot,SEMECH-G1,,,188649,Open Tendering Method (OTM),Own Fund,Own fund,,Xen/Mechanical-1/Repair & Maintenance,Repair Maintenance of Heavy Machinery & Equipment,pr0004,SEMECH-G1,"Supply, fitting and fixing of 18 (Eighteen) nos. New tyre (with tube & flap) for RAJUK wheel excavator no-2 & 3.","Machinery, equipment, appliances, apparatus and associated products;Machinery for the production and use of mechanical power;Turbines and motors;Pumps and compressors;Taps, cocks, valves and similar appliances;Gears, gearing and driving elements;General-purpose machinery;Industrial or laboratory furnaces, incinerators and ovens;Lifting and handling equipment and parts;Cooling and ventilation equipment;Miscellaneous general-purpose machinery;Agricultural, horticultural and forestry machinery;Agricultural and forestry machinery for soil preparation or cultivation;Harvesting machinery;Spraying machinery for agriculture or horticulture;Self-loading or unloading trailers and semi-trailers for agriculture;Specialist agricultural or forestry machinery;Tractors;Parts of agricultural and forestry machinery;Machine tools;Machine tools operated by laser and machining centres;Lathes, boring and milling machine tools;Metal-working machine tools;Machine tools for working hard materials except metals;Pneumatic or motorised hand tools;Soldering, brazing and welding tools, surface tempering and hot-spraying machines and equipment;Parts and accessories of machine tools;Special-purpose machinery and parts;Machinery for metallurgy and associated parts;Machinery for mining, quarrying and construction;Machinery for food, beverage and tobacco processing and associated parts;Machinery for textile, apparel and leather production;Machinery for paper or paperboard production;Miscellaneous special- purpose machinery;Weapons, ammunition and associated parts;Motorised tanks and armoured fighting vehicles;Military weapons;Firearms;Ammunition;Parts of military weapons;Truncheons or night sticks;Domestic appliances;Electrical domestic appliances;Non-electric domestic appliances;Miscellaneous equipment;Transport related equipment;Workshop equipment;Construction equipment;Catering equipment;Emergency and security equipment;Technical equipment;Miscellaneous equipment n.e.c.",Lot wise,1000,1000,Payment through Bank,2026-04-02,2026-04-15,2026-04-02,2026-04-09,2026-04-16,2026-04-16,2026-04-16,2026-08-12,2026-07-15,Sabbir Bin Taher,pp0005,Sup. Eng. (Mechanical),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
125042,Tender Notice_PDFs/RAJUK_Tender_125042.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,office of the Chief Engineer ( Project & Design),og0036,CE-02,Dhaka,Dhaka,Dhaka,Motijhil,Bangladesh,02-9569117,Goods,NCT,TENDER,Tender - Single Lot,GD/UAPE/M/2016-2017/L/03,Contract Awarded,Contract Awarded,64052,Open Tendering Method (OTM),Own Fund,Own fund,,Chief Engr/Implementationart/Uttara,Uttara Apment Project Apment Project-04,pr0101,GD/UAPE/M/2016-2017/L/03,"Supply, Installation, Testing and Commissioning of 1350/1400 KG Passenger Lift, Brand & Manufacturing Country: Otis (China),",Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,2000,2000,Payment through Bank,2017-10-08,2017-10-29,2017-10-09,2017-10-18,2017-10-30,2017-10-30,2017-10-30,2018-03-27,2018-02-27,A S M Raihanul Ferodus,pp0053,"Chief Engineer, Project & Design",1,eligibility,1,1332,3,(n),yes,yes,cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_count;experience_general;experience_similar;financial_credit;financial_liquid,yes,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,no
1250614,Tender Notice_PDFs/RAJUK_Tender_1250614.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Office of the Superintending Engineer (Mechanical),og0008,,Dhaka,Dhaka,Dhaka,Dhaka South City Corporation,Bangladesh,02-9588524,Works,NCT,TENDER,Tender - Single Lot,RAJUK/SEMEC/W2,,,188649,Open Tendering Method (OTM),Own Fund,Own fund,,Xen/Mechanical-1/Repair & Maintenance,Repair Maintenance of Heavy Machinery & Equipment,pr0004,RAJUK/SEMEC/W2,"Supply, Fitting and Fixing of bucket shaft, bush gun metal, hydraulic hose pipe, battery and other equipment and Repairing of engine air cooler fan assembly and full wiring of mother board and other parts of Chain Excavator-1 (CAT) of RAJUK.","Repair, maintenance and installation services;Repair, maintenance and associated services of vehicles and related equipment;Repair and maintenance services of motor vehicles and associated equipment;Demolition services of vehicles;Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment;Repair, maintenance and associated services related to aircraft and other equipment;Repair, maintenance and associated services related to railways and other equipment;Repair, maintenance and associated services related to roads and other equipment;Repair, maintenance and associated services related to marine and other equipment;Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment;Maintenance and repair of office machinery;Repair and maintenance services of personal computers;Maintenance services of telecommunications equipment;Repair and maintenance services of audio-visual and optical equipment;Repair and maintenance services of medical and precision equipment;Repair and maintenance services of measuring, testing and checking apparatus;Repair and maintenance services of medical and surgical equipment;Repair and maintenance services of precision equipment;Repair and maintenance services for pumps, valves, taps and metal containers and machinery;Repair and maintenance services of pumps, valves, taps and metal containers;Repair and maintenance services of machinery;Repair and maintenance services of building installations;Repair and maintenance services of electrical and mechanical building installations;Repair and maintenance services of central heating;Repair and maintenance services of cooler groups;Repair and maintenance services of escalators;Lift-maintenance services;Miscellaneous repair and maintenance services;Repair services of jewellery;Repair services of leather personal goods;Repair services of garments and textiles;Repair and maintenance services of weapons and weapon systems;Repair and maintenance services of furniture;Repair and maintenance services of musical instruments;Repair and maintenance services of playground equipment;Repair and maintenance services of hotel and restaurant equipment;Installation services;Installation services of electrical and mechanical equipment;Installation services of equipment for measuring, checking, testing and navigating;Installation services of communications equipment;Installation services of medical and surgical equipment;Installation services of machinery and equipment;Installation services of computers and office equipment;Installation services of metal containers",Lot wise,1000,1000,Payment through Bank,2026-04-01,2026-04-15,2026-04-02,2026-04-09,2026-04-16,2026-04-16,2026-04-16,2026-08-12,2026-07-15,Sabbir Bin Taher,pp0005,Sup. Eng. (Mechanical),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
