"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"248618","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 05A 05B & 05C 05D under the Project of Construction of Residential Apartment Building for Low & Middl","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248618.pdf","1","Received: 12; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
"248619","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 06A 06B & 06C 06D under the Project of Construction of Residential Apartment Building for Low & Middl","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","2989746.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248619.pdf","1","Contract Value (Taka): 2989746.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248619","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 06A 06B & 06C 06D under the Project of Construction of Residential Apartment Building for Low & Middl","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248619.pdf","1","Received: 12; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
"248621","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 16A 16B & 16C 16D under the Project of Construction of Residential Apartment Building for Low & Middl","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","2989746.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248621.pdf","1","Contract Value (Taka): 2989746.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248621","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 16A 16B & 16C 16D under the Project of Construction of Residential Apartment Building for Low & Middl","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248621.pdf","1","Received: 12; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
"248622","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 17A 17B & 17C 17D under the Project of Construction of Residential Apartment Building for Low & Middl","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","2989746.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248622.pdf","1","Contract Value (Taka): 2989746.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248622","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 17A 17B & 17C 17D under the Project of Construction of Residential Apartment Building for Low & Middl","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248622.pdf","1","Received: 13; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 9 bidder(s)"
"248623","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 03A & 03B under the Project of Construction of Residential Apartment Building for Low & Middle Income","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","1494873.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248623.pdf","1","Contract Value (Taka): 1494873.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248623","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 03A & 03B under the Project of Construction of Residential Apartment Building for Low & Middle Income","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248623.pdf","1","Received: 12; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 7 bidder(s)"
"248625","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 13C &13D under the Project of Construction of Residential Apartment Building for Low & Middle Income","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","1494873.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248625.pdf","1","Contract Value (Taka): 1494873.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248625","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 13C &13D under the Project of Construction of Residential Apartment Building for Low & Middle Income","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248625.pdf","1","Received: 12; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 7 bidder(s)"
"248630","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 12B &12C under the Project of Construction of Residential Apartment Building for Low & Middle Income","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","1494873.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248630.pdf","1","Contract Value (Taka): 1494873.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248630","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 12B &12C under the Project of Construction of Residential Apartment Building for Low & Middle Income","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248630.pdf","1","Received: 14; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 10 bidder(s)"
"248631","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 03C & 03D of Lot No-17 under the Project of Construction of Residential Apartment Building for Low &","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","1494873.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248631.pdf","1","Contract Value (Taka): 1494873.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248631","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 03C & 03D of Lot No-17 under the Project of Construction of Residential Apartment Building for Low &","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248631.pdf","1","Received: 14; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 10 bidder(s)"
"248633","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 14A & 14B of Lot No-20 under the Project of Construction of Residential Apartment Building for Low &","AWARDED_BIDDER","M/S. Sany Construction","SANY CONSTRUCTION","1494873.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_248633.pdf","1","Contract Value (Taka): 1494873.00; Name of Supplier/Contractor/Consultant: M/S. Sany Construction","bid amount equals the awarded contract value as printed on the award notice"
"248633","RAJUK","office of the Chief Engineer ( Project & Design)","Supply Installation Testing & Commissioning of Special type lightning Protection system Earthing & Lightning & Surge Protection for the Building No- 14A & 14B of Lot No-20 under the Project of Construction of Residential Apartment Building for Low &","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_248633.pdf","1","Received: 12; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 8 bidder(s)"
"251218","RAJUK","Office of the Chief Engineer (Implementation)","Renovation works Office decoration Aluminum partition Painting and other works in the office of the Director Zone-6 at 2nd floor North side of RAJUK Main Building.","AWARDED_BIDDER","M/S Techno Trade International","TECHNO TRADE INTERNATIONAL","742979.67","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_251218.pdf","1","Contract Value (Taka): 742979.67; Name of Supplier/Contractor/Consultant: M/S Techno Trade International","bid amount equals the awarded contract value as printed on the award notice"
"251224","RAJUK","Office of the Chief Engineer (Implementation)","Construction of internal Road and surface drain at Sector no-09part & 10 part of Purbachal New Town Project Package RDC-09 Lot-03.","AWARDED_BIDDER","M/s Shafique and Sons","SHAFIQUE AND SONS","18459309.55","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_251224.pdf","1","Contract Value (Taka): 18459309.55; Name of Supplier/Contractor/Consultant: M/s Shafique and Sons","bid amount equals the awarded contract value as printed on the award notice"
"251227","RAJUK","Office of the Chief Engineer (Implementation)","Road cutting and repair work of sector no-02 road no-201 102 210 & 304 for connection the electricity laying under ground cable line in DESCO at 132/33/11 KV Sub-Station at Purbachal New Town Project.","AWARDED_BIDDER","M/S. A. R. Enterprise","A R ENTERPRISE","11057081.80","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_251227.pdf","1","Contract Value (Taka): 11057081.80; Name of Supplier/Contractor/Consultant: M/S. A. R. Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"251227","RAJUK","Office of the Chief Engineer (Implementation)","Road cutting and repair work of sector no-02 road no-201 102 210 & 304 for connection the electricity laying under ground cable line in DESCO at 132/33/11 KV Sub-Station at Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_251227.pdf","1","Received: 12; Responsive: 9 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"260451","RAJUK","office of the Chief Engineer ( Project & Design)","Yearly Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex.","AWARDED_BIDDER","Silver Sun Electronics","SILVER SUN ELECTRONICS","196020.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_260451.pdf","1","Contract Value (Taka): 196020.01; Name of Supplier/Contractor/Consultant: Silver Sun Electronics","bid amount equals the awarded contract value as printed on the award notice"
"260513","RAJUK","office of the Chief Engineer ( Project & Design)","Shifting of Old CCTV Control System from Executive Engineer Electrical-1 Room to 5th floor Room No-510 at Rajuk Main Building.","AWARDED_BIDDER","Silver Sun Electronics","SILVER SUN ELECTRONICS","379310.20","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_260513.pdf","1","Contract Value (Taka): 379310.20; Name of Supplier/Contractor/Consultant: Silver Sun Electronics","bid amount equals the awarded contract value as printed on the award notice"
"276518","RAJUK","office of the Chief Engineer ( Project & Design)","Purchase of different Printing items for official purpose of RAJUK.","AWARDED_BIDDER","Mitu Printing Press & Packaging","MITU PRINTING PRESS PACKAGING","1588977.57","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_276518.pdf","1","Contract Value (Taka): 1588977.57; Name of Supplier/Contractor/Consultant: Mitu Printing Press & Packaging","bid amount equals the awarded contract value as printed on the award notice"
"276518","RAJUK","office of the Chief Engineer ( Project & Design)","Purchase of different Printing items for official purpose of RAJUK.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_276518.pdf","1","Received: 6; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"292111","RAJUK","Office of the Chief Engineer (Implementation)","Construction of Remaining Internal Road and Surface Drain Package No-RDC-08 Lot-03 at Sector No-08 of Purbachal New Town Project.","AWARDED_BIDDER","NIAZ-NOONA JV.","NIAZ NOONA JV","217816341.22","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_292111.pdf","1","Contract Value (Taka): 217816341.22; Name of Supplier/Contractor/Consultant: NIAZ-NOONA JV. ( JVCA Partners [Business Share]: Noona Traders [51.000%] , M/S. Niaz Traders [49.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"292111","RAJUK","Office of the Chief Engineer (Implementation)","Construction of Remaining Internal Road and Surface Drain Package No-RDC-08 Lot-03 at Sector No-08 of Purbachal New Town Project.","JV_PARTNER_OF_WINNER","Noona Traders","NOONA TRADERS","111086334.02","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","51.000","","Tender_292111.pdf","1","JVCA Partners [Business Share]: Noona Traders [51.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"292111","RAJUK","Office of the Chief Engineer (Implementation)","Construction of Remaining Internal Road and Surface Drain Package No-RDC-08 Lot-03 at Sector No-08 of Purbachal New Town Project.","JV_PARTNER_OF_WINNER","M/S. Niaz Traders","NIAZ TRADERS","106730007.20","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","49.000","","Tender_292111.pdf","1","JVCA Partners [Business Share]: M/S. Niaz Traders [49.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"292111","RAJUK","Office of the Chief Engineer (Implementation)","Construction of Remaining Internal Road and Surface Drain Package No-RDC-08 Lot-03 at Sector No-08 of Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_292111.pdf","1","Received: 8; Responsive: 7 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"293004","RAJUK","Office of the Chief Engineer (Implementation)","Construction for remaining internal Road and Drain Construction work at Sector no-18 Part of Purbachal New Town Project RDC-18 Lot-02.","AWARDED_BIDDER","Rafiq Construction Co. (Pvt.) Ltd and M/S Shafique & Sons Consortium","RAFIQ CONSTRUCTION CO LTD AND M S SHAFIQUE SONS CONSORTIUM","54614579.07","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_293004.pdf","1","Contract Value (Taka): 54614579.07; Name of Supplier/Contractor/Consultant: Rafiq Construction Co. (Pvt.) Ltd and M/S Shafique & Sons Consortium ( JVCA Partners [Business Share]: M/s Shafique and Sons [49.000%] , Rafiq Construction Co. (Pvt.) Ltd. [51.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"293004","RAJUK","Office of the Chief Engineer (Implementation)","Construction for remaining internal Road and Drain Construction work at Sector no-18 Part of Purbachal New Town Project RDC-18 Lot-02.","JV_PARTNER_OF_WINNER","M/s Shafique and Sons","SHAFIQUE AND SONS","26761143.74","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","49.000","","Tender_293004.pdf","1","JVCA Partners [Business Share]: M/s Shafique and Sons [49.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"293004","RAJUK","Office of the Chief Engineer (Implementation)","Construction for remaining internal Road and Drain Construction work at Sector no-18 Part of Purbachal New Town Project RDC-18 Lot-02.","JV_PARTNER_OF_WINNER","Rafiq Construction Co. (Pvt.) Ltd.","RAFIQ CONSTRUCTION CO LTD","27853435.32","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","51.000","","Tender_293004.pdf","1","JVCA Partners [Business Share]: Rafiq Construction Co. (Pvt.) Ltd. [51.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"293004","RAJUK","Office of the Chief Engineer (Implementation)","Construction for remaining internal Road and Drain Construction work at Sector no-18 Part of Purbachal New Town Project RDC-18 Lot-02.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_293004.pdf","1","Received: 10; Responsive: 7 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"293018","RAJUK","Office of the Chief Engineer (Implementation)","Construction of Remaining Internal Road and Surface Drain Package No-RDC-10 Lot-03 at Sector No-10 of Purbachal New Town Project.","AWARDED_BIDDER","M/S. Niaz Traders","NIAZ TRADERS","25278908.37","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_293018.pdf","1","Contract Value (Taka): 25278908.37; Name of Supplier/Contractor/Consultant: M/S. Niaz Traders","bid amount equals the awarded contract value as printed on the award notice"
"294388","RAJUK","office of the Chief Engineer ( Project & Design)","Supply & Installation of PABX System at Gulshan Apartment Project Plot-32 Road-115 Phase-2.","AWARDED_BIDDER","T.S Enterprise","T S ENTERPRISE","430185.60","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_294388.pdf","1","Contract Value (Taka): 430185.60; Name of Supplier/Contractor/Consultant: T.S Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"294388","RAJUK","office of the Chief Engineer ( Project & Design)","Supply & Installation of PABX System at Gulshan Apartment Project Plot-32 Road-115 Phase-2.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_294388.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"294444","RAJUK","office of the Chief Engineer ( Project & Design)","Supply & Installation of Digital Photo copier Machine for Admin & DAP Section at Rajuk.","AWARDED_BIDDER","M/S Howlader Trading International","HOWLADER TRADING INTERNATIONAL","499900.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_294444.pdf","1","Contract Value (Taka): 499900.00; Name of Supplier/Contractor/Consultant: M/S Howlader Trading International","bid amount equals the awarded contract value as printed on the award notice"
"294444","RAJUK","office of the Chief Engineer ( Project & Design)","Supply & Installation of Digital Photo copier Machine for Admin & DAP Section at Rajuk.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_294444.pdf","1","Received: 4; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"311188","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 10Ten storied Apartment Building with 01One Basement at Plot CWSB28 Road-31 Gulshan Dhaka Building No-02.","AWARDED_BIDDER","MAHABUB BROTHERS(PVT)LIMITED","MAHABUB BROTHERS LTD","162409362.26","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_311188.pdf","1","Contract Value (Taka): 162409362.26; Name of Supplier/Contractor/Consultant: MAHABUB BROTHERS(PVT)LIMITED","bid amount equals the awarded contract value as printed on the award notice"
"311188","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 10Ten storied Apartment Building with 01One Basement at Plot CWSB28 Road-31 Gulshan Dhaka Building No-02.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_311188.pdf","1","Received: 6; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"312476","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 4Four storied Apartment Building at Plot no-8/2 Block-A Awrangajeb Road Mohammedpur Dhaka Building No-05.","AWARDED_BIDDER","MRC-Techbay-JV","MRC TECHBAY JV","71327762.33","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_312476.pdf","1","Contract Value (Taka): 71327762.33; Name of Supplier/Contractor/Consultant: MRC-Techbay-JV ( JVCA Partners [Business Share]: M/s. M.R. Construction [49.000%] , Techbay International [51.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"312476","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 4Four storied Apartment Building at Plot no-8/2 Block-A Awrangajeb Road Mohammedpur Dhaka Building No-05.","JV_PARTNER_OF_WINNER","M/s. M.R. Construction","M R CONSTRUCTION","34950603.54","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","49.000","","Tender_312476.pdf","1","JVCA Partners [Business Share]: M/s. M.R. Construction [49.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"312476","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 4Four storied Apartment Building at Plot no-8/2 Block-A Awrangajeb Road Mohammedpur Dhaka Building No-05.","JV_PARTNER_OF_WINNER","Techbay International","TECHBAY INTERNATIONAL","36377158.79","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","51.000","","Tender_312476.pdf","1","JVCA Partners [Business Share]: Techbay International [51.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"312476","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 4Four storied Apartment Building at Plot no-8/2 Block-A Awrangajeb Road Mohammedpur Dhaka Building No-05.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_312476.pdf","1","Received: 8; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"312479","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 9Nine storied Apartment Building at Plot no-6/12 Block-E Lalmatia Dhaka Building No-09.","AWARDED_BIDDER","MAHABUB BROTHERS(PVT)LIMITED","MAHABUB BROTHERS LTD","69684008.14","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_312479.pdf","1","Contract Value (Taka): 69684008.14; Name of Supplier/Contractor/Consultant: MAHABUB BROTHERS(PVT)LIMITED","bid amount equals the awarded contract value as printed on the award notice"
"312479","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 9Nine storied Apartment Building at Plot no-6/12 Block-E Lalmatia Dhaka Building No-09.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_312479.pdf","1","Received: 4; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"316510","RAJUK","office of the Chief Engineer ( Project & Design)","Temporary illumination of Rajuk Bhaban & Purbachal Site Office in different Religion Festivals & State Phase.","AWARDED_BIDDER","M/S TANIN ENTERPRISE","TANIN ENTERPRISE","570000.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_316510.pdf","1","Contract Value (Taka): 570000.00; Name of Supplier/Contractor/Consultant: M/S TANIN ENTERPRISE","bid amount equals the awarded contract value as printed on the award notice"
"316510","RAJUK","office of the Chief Engineer ( Project & Design)","Temporary illumination of Rajuk Bhaban & Purbachal Site Office in different Religion Festivals & State Phase.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_316510.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"322658","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 9Nine storied Apartment Building with 01One Basement at Plot no-22l21 Block-B Khilzi Road Mohammedpur Dhaka Building No-07.","AWARDED_BIDDER","UCCL The United Construction Company Limited","UCCL THE UNITED CONSTRUCTION COMPANY LTD","159872645.26","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_322658.pdf","1","Contract Value (Taka): 159872645.26; Name of Supplier/Contractor/Consultant: UCCL The United Construction Company Limited","bid amount equals the awarded contract value as printed on the award notice"
"322658","RAJUK","Office of the Chief Engineer (Implementation)","Construction of 9Nine storied Apartment Building with 01One Basement at Plot no-22l21 Block-B Khilzi Road Mohammedpur Dhaka Building No-07.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_322658.pdf","1","Received: 4; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"329551","RAJUK","office of the Chief Engineer ( Project & Design)","Supply and fitting fixing of 05Five Nos. new Tyre Tubeless & O-Ring for Japanesc Pay-Loader No.-03 of RAJUK.","AWARDED_BIDDER","M/s. Halim Enterprise.","HALIM ENTERPRISE","1105000.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_329551.pdf","1","Contract Value (Taka): 1105000.01; Name of Supplier/Contractor/Consultant: M/s. Halim Enterprise.","bid amount equals the awarded contract value as printed on the award notice"
"329551","RAJUK","office of the Chief Engineer ( Project & Design)","Supply and fitting fixing of 05Five Nos. new Tyre Tubeless & O-Ring for Japanesc Pay-Loader No.-03 of RAJUK.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_329551.pdf","1","Received: 3; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"329552","RAJUK","office of the Chief Engineer ( Project & Design)","Supply spare parts of Fuel pump A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-01 of RAJUK.","AWARDED_BIDDER","M/S Techno Trade International","TECHNO TRADE INTERNATIONAL","1250199.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_329552.pdf","1","Contract Value (Taka): 1250199.00; Name of Supplier/Contractor/Consultant: M/S Techno Trade International","bid amount equals the awarded contract value as printed on the award notice"
"329552","RAJUK","office of the Chief Engineer ( Project & Design)","Supply spare parts of Fuel pump A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-01 of RAJUK.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_329552.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"329553","RAJUK","office of the Chief Engineer ( Project & Design)","Supply spare parts of Fuel pump A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-02 of RAJUK.","AWARDED_BIDDER","M/S Techno Trade International","TECHNO TRADE INTERNATIONAL","1250199.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_329553.pdf","1","Contract Value (Taka): 1250199.00; Name of Supplier/Contractor/Consultant: M/S Techno Trade International","bid amount equals the awarded contract value as printed on the award notice"
"329553","RAJUK","office of the Chief Engineer ( Project & Design)","Supply spare parts of Fuel pump A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-02 of RAJUK.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_329553.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"329556","RAJUK","office of the Chief Engineer ( Project & Design)","Engine Clutch system Overhauling and others Repairing with supplying of spare parts & fitting fixing of Road Roller No- 15.","AWARDED_BIDDER","M/S Techno Trade International","TECHNO TRADE INTERNATIONAL","1152495.00","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_329556.pdf","1","Contract Value (Taka): 1152495.00; Name of Supplier/Contractor/Consultant: M/S Techno Trade International","bid amount equals the awarded contract value as printed on the award notice"
"329556","RAJUK","office of the Chief Engineer ( Project & Design)","Engine Clutch system Overhauling and others Repairing with supplying of spare parts & fitting fixing of Road Roller No- 15.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_329556.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
